Genus	Species	Marker	Sequence_Count	genDiv_mx	genDiv_mn	match_name
Cerastium	Cerastium_latifolium	Adh	4	0.00978740502492978	0.00394634596700529	Cerastium_latifolium_Adhtxt
Cerastium	Cerastium_pedunculatum	Adh	4	0.135554277657904	0.0677918991523322	Cerastium_pedunculatum_Adhtxt
Cerastium	Cerastium_subtriflorum	Adh	13	0.200113789926158	0.0212229682273439	Cerastium_subtriflorum_Adhtxt
Cerastium	Cerastium_tomentosum	Adh	7	0.00214151994484966	0.00119640140057563	Cerastium_tomentosum_Adhtxt
Cerastium	Cerastium_uniflorum	Adh	5	0.00579839000915232	0.00246853154065637	Cerastium_uniflorum_Adhtxt
Ceratocapnos	Ceratocapnos_claviculata	matK	4	0.00260440395491344	0.000819000819000819	Ceratocapnos_claviculata_matKtxt
Ceratonia	Ceratonia_siliqua	matK	7	0.00141272868545596	0.000534188034188034	Ceratonia_siliqua_matKtxt
Ceratophyllum	Ceratophyllum_demersum	matK	40	0.00870021828012207	0.000862152123175587	Ceratophyllum_demersum_matKtxt
Ceratophyllum	Ceratophyllum_muricatum	matK	7	0.0141422483404315	0.005264365791343	Ceratophyllum_muricatum_matKtxt
Ceratophyllum	Ceratophyllum_submersum	matK	8	0.00286105666168063	0.000686813186813187	Ceratophyllum_submersum_matKtxt
Chaenorhinum	Chaenorhinum_minus	rbcL	8	0.00193460826415991	0	Chaenorhinum_minus_rbcLtxt
Chamaedaphne	Chamaedaphne_calyculata	rbcL	11	0.00841029885858674	0.00180360721442886	Chamaedaphne_calyculata_rbcLtxt
Chamaemelum	Chamaemelum_nobile	rbcL	4	0.0135135135135135	0.00577434577434578	Chamaemelum_nobile_rbcLtxt
Chamaenerion	Chamaenerion_angustifolium	rbcL	33	0.00773026315789473	0	Chamaenerion_angustifolium_rbcLtxt
Chamaenerion	Chamaenerion_latifolium	rbcL	16	0.025347233959701	0.0016602809706258	Chamaenerion_latifolium_rbcLtxt
Chamaerops	Chamaerops_humilis	matK	8	0.00153714509672936	0.000366230673306775	Chamaerops_humilis_matKtxt
Chelidonium	Chelidonium_majus	trnLtrnF	22	0.00170258047353019	0.000638467677573823	Chelidonium_majus_trnLtrnFtxt
Chenopodium	Chenopodium_acuminatum	trnLtrnF	7	0.0676551094394361	0.0245334728551171	Chenopodium_acuminatum_trnLtrnFtxt
Chenopodium	Chenopodium_ficifolium	matK	8	0.0011752745837714	0.000343837763192602	Chenopodium_ficifolium_matKtxt
Cherleria	Cherleria_arctica	rbcL	6	0.016304347826087	0.00326086956521739	Cherleria_arctica_rbcLtxt
Cherleria	Cherleria_laricifolia	rps16	7	0.00289011952585946	0.00143040288692101	Cherleria_laricifolia_rps16txt
Cherleria	Cherleria_sedoides	rps16	23	0.0145360790095661	0.00467440361057382	Cherleria_sedoides_rps16txt
Chimaphila	Chimaphila_umbellata	trnLtrnF	6	0.00415449660585847	0.00255637501728715	Chimaphila_umbellata_trnLtrnFtxt
Chorispora	Chorispora_tenella	rbcL	10	0.0126780056658955	0.0039086115094445	Chorispora_tenella_rbcLtxt
Christella	Christella_dentata	rbcL	18	0.0344790866755971	0.0026182903254753	Christella_dentata_rbcLtxt
Chrozophora	Chrozophora_tinctoria	matK	4	0.173921942962861	0.0594266232992411	Chrozophora_tinctoria_matKtxt
Chrysosplenium	Chrysosplenium_alternifolium	matK	4	0.00399587626922283	0.00233644859813084	Chrysosplenium_alternifolium_matKtxt
Cicerbita	Cicerbita_alpina	matK	5	0.0189040765396501	0.00462012320328542	Cicerbita_alpina_matKtxt
Cicerbita	Cicerbita_muralis	matK	12	0.00273016583384796	0.000376030907269013	Cicerbita_muralis_matKtxt
Cichorium	Cichorium_intybus	matK	20	0.0231318561278838	0.00192973955719724	Cichorium_intybus_matKtxt
Cichorium	Cichorium_spinosum	58SrRNA	4	0.0135359789391576	0.00832764560582423	Cichorium_spinosum_58SrRNAtxt
Cicuta	Cicuta_maculata	rbcL	7	0.0030626011872639	0.00121660983233873	Cicuta_maculata_rbcLtxt
Cinna	Cinna_latifolia	rbcL	14	0.00341976514303437	0	Cinna_latifolia_rbcLtxt
Circaea	Circaea_alpina	rbcL	16	0.00823441992647209	0.00180865530659528	Circaea_alpina_rbcLtxt
Circaea	Circaea_lutetiana	rbcL	13	0.00190176408215575	0.000156641604010025	Circaea_lutetiana_rbcLtxt
Cirsium	Cirsium_arvense	matK	43	0.0107984262245288	0.00238697180049402	Cirsium_arvense_matKtxt
Cirsium	Cirsium_heterophyllum	rbcL	5	0.003690036900369	0.000922509225092251	Cirsium_heterophyllum_rbcLtxt
Cirsium	Cirsium_oleraceum	matK	6	0.0024390243902439	0.00048780487804878	Cirsium_oleraceum_matKtxt
Cirsium	Cirsium_palustre	matK	5	0.00186767062646006	0.000879676770690895	Cirsium_palustre_matKtxt
Cirsium	Cirsium_vulgare	matK	25	0.00386190115399899	0.00024998767730188	Cirsium_vulgare_matKtxt
Cistus	Cistus_albidus	trnLtrnF	33	0.00498086458269173	0.000222156398104265	Cistus_albidus_trnLtrnFtxt
Cistus	Cistus_creticus	trnLtrnF	146	0.0330590951925259	0.00811878005108716	Cistus_creticus_trnLtrnFtxt
Cistus	Cistus_ladanifer	matK	50	0.00146996164896996	0.000374032829152281	Cistus_ladanifer_matKtxt
Cistus	Cistus_laurifolius	trnStrnG	32	0.00246456033368004	0.000800768803399992	Cistus_laurifolius_trnStrnGtxt
Cistus	Cistus_monspeliensis	trnStrnG	155	0.0910071933276029	0.00259470275713003	Cistus_monspeliensis_trnStrnGtxt
Cistus	Cistus_salviifolius	trnStrnG	55	0.0432843269201321	0.0020991976028494	Cistus_salviifolius_trnStrnGtxt
Citrullus	Citrullus_colocynthis	ndhF	22	0.00183269986491566	0.000363727525308908	Citrullus_colocynthis_ndhFtxt
Cladium	Cladium_mariscus	matK	9	0.0204483949234789	0.004820349803171	Cladium_mariscus_matKtxt
Clausia	Clausia_aprica	58SrRNA	9	0.0195564516129032	0.013508064516129	Clausia_aprica_58SrRNAtxt
Clematis	Clematis_orientalis	rbcL	4	0.00785352937566305	0.00302480338777979	Clematis_orientalis_rbcLtxt
Clematis	Clematis_vitalba	rbcL	8	0.000266524520255864	0	Clematis_vitalba_rbcLtxt
Climacoptera	Climacoptera_lanata	rps16	4	0.00448717948717949	0.00320512820512821	Climacoptera_lanata_rps16txt
Clinopodium	Clinopodium_vulgare	matK	14	0.100362669683036	0.0150205069114338	Clinopodium_vulgare_matKtxt
Cochlearia	Cochlearia_groenlandica	matK	6	0.00224	0.00094451552513419	Cochlearia_groenlandica_matKtxt
Cochlearia	Cochlearia_officinalis	matK	4	0.0110190362087327	0.00364583333333333	Cochlearia_officinalis_matKtxt
Colchicum	Colchicum_autumnale	matK	5	0.0191614231075518	0.00797474452924918	Colchicum_autumnale_matKtxt
Colchicum	Colchicum_balansae	trnLtrnF	5	0.00646426153095129	0.00271295999319888	Colchicum_balansae_trnLtrnFtxt
Colchicum	Colchicum_bivonae	matK	9	0.00645643346959942	0.00132059493663903	Colchicum_bivonae_matKtxt
Colchicum	Colchicum_bulbocodium	rps16	26	0.00161616161616162	0.000404040404040404	Colchicum_bulbocodium_rps16txt
Colchicum	Colchicum_burttii	matK	4	0.00125470514429109	0.000418235048097031	Colchicum_burttii_matKtxt
Colchicum	Colchicum_chalcedonicum	matK	4	0.00961538461538462	0.003998778998779	Colchicum_chalcedonicum_matKtxt
Colchicum	Colchicum_macrophyllum	trnLtrnF	6	0.0592477204766745	0.0151572035444854	Colchicum_macrophyllum_trnLtrnFtxt
Colchicum	Colchicum_variegatum	trnLtrnF	9	0.0125773370624629	0.00483048976982058	Colchicum_variegatum_trnLtrnFtxt
Comandra	Comandra_umbellata	rbcL	10	0.00162731198371275	0.000168350168350168	Comandra_umbellata_rbcLtxt
Comarum	Comarum_palustre	rbcL	17	0.00392676029884386	0.000361921454668566	Comarum_palustre_rbcLtxt
Commelina	Commelina_communis	rbcL	13	0.0225673352534182	0.00159033078880407	Commelina_communis_rbcLtxt
Conium	Conium_maculatum	rbcL	11	0.00435458777580912	0.00102512159972707	Conium_maculatum_rbcLtxt
Conopodium	Conopodium_majus	rbcL	7	0.00894543851098888	0.00185198078395878	Conopodium_majus_rbcLtxt
Convallaria	Convallaria_majalis	matK	7	0.00372427362863334	0.00123959124443153	Convallaria_majalis_matKtxt
Convolvulus	Convolvulus_arvensis	rbcL	28	0.00149779624970705	0	Convolvulus_arvensis_rbcLtxt
Cormus	Cormus_domestica	matK	4	0.0018205635621987	0.000879585396218767	Cormus_domestica_matKtxt
Cornus	Cornus_sanguinea	rbcL	8	0.00631491133554126	0.000827357970215113	Cornus_sanguinea_rbcLtxt
Corrigiola	Corrigiola_litoralis	rbcL	8	0.020316639659663	0.00289931470743279	Corrigiola_litoralis_rbcLtxt
Corrigiola	Corrigiola_telephiifolia	psbAtrnH	4	0.00400085700095667	0.00128205128205128	Corrigiola_telephiifolia_psbAtrnHtxt
Corylus	Corylus_avellana	rbcL	23	0.00925041442205355	0.00107523958530569	Corylus_avellana_rbcLtxt
Corynephorus	Corynephorus_canescens	matK	4	0.00365532035093313	0.000903342366757001	Corynephorus_canescens_matKtxt
Cotinus	Cotinus_coggygria	matK	4	0.012469390512713	0.00369317312855968	Cotinus_coggygria_matKtxt
Crataegus	Crataegus_monogyna	rbcL	38	0.00210473073968563	7.60253924810887e-05	Crataegus_monogyna_rbcLtxt
Crepis	Crepis_capillaris	matK	10	0.0204994644722083	0.00465475266897341	Crepis_capillaris_matKtxt
Crepis	Crepis_mollis	rbcL	4	0.0018450184501845	0.000615006150061501	Crepis_mollis_rbcLtxt
Crepis	Crepis_sancta	matK	5	0.0404082547769544	0.0266927083333333	Crepis_sancta_matKtxt
Crepis	Crepis_setosa	matK	5	0.0277496597238902	0.0181179762862625	Crepis_setosa_matKtxt
Cressa	Cressa_cretica	rbcL	9	0.088924788745212	0.0151748971193416	Cressa_cretica_rbcLtxt
Crocus	Crocus_cambessedesii	58SrRNA	8	0.00526662277814352	0.00219240674698536	Crocus_cambessedesii_58SrRNAtxt
Crocus	Crocus_carpetanus	58SrRNA	8	0.0175397901524657	0.00632912411053487	Crocus_carpetanus_58SrRNAtxt
Crocus	Crocus_cartwrightianus	58SrRNA	7	0.020234291799787	0.00474048323300956	Crocus_cartwrightianus_58SrRNAtxt
Crocus	Crocus_corsicus	58SrRNA	7	0.0124547101449275	0.00596855590062112	Crocus_corsicus_58SrRNAtxt
Crocus	Crocus_hadriaticus	58SrRNA	7	0.0241157556270096	0.00401929260450161	Crocus_hadriaticus_58SrRNAtxt
Crocus	Crocus_niveus	58SrRNA	7	0.0233838984505414	0.0069996889727044	Crocus_niveus_58SrRNAtxt
Crocus	Crocus_oreocreticus	58SrRNA	4	0.0108191653786708	0.00360638845955693	Crocus_oreocreticus_58SrRNAtxt
Crocus	Crocus_pallasii	58SrRNA	16	0.0385202018138673	0.0128380179876303	Crocus_pallasii_58SrRNAtxt
Crocus	Crocus_reticulatus	rps16	13	0.00176151761517615	0.000270563483592697	Crocus_reticulatus_rps16txt
Crocus	Crocus_speciosus	58SrRNA	5	0.0104006163328197	0.00539291217257319	Crocus_speciosus_58SrRNAtxt
Crocus	Crocus_thomasii	58SrRNA	6	0.00463678516228748	0.000927357032457496	Crocus_thomasii_58SrRNAtxt
Cruciata	Cruciata_laevipes	rbcL	5	0.0137931034482759	0.00437078508716122	Cruciata_laevipes_rbcLtxt
Cryptogramma	Cryptogramma_stelleri	rbcL	7	0.0034879289622292	0.000276625172890733	Cryptogramma_stelleri_rbcLtxt
Cupressus	Cupressus_sempervirens	psbAtrnH	7	0.0506913162496608	0.00996661237329214	Cupressus_sempervirens_psbAtrnHtxt
Cuscuta	Cuscuta_approximata	ITS	4	0.00872885979268958	0.00654664484451719	Cuscuta_approximata_ITStxt
Cuscuta	Cuscuta_australis	rbcL	4	0.0390609892872336	0.0161682523107862	Cuscuta_australis_rbcLtxt
Cuscuta	Cuscuta_europaea	rbcL	6	0.0970017808662092	0.055719557195572	Cuscuta_europaea_rbcLtxt
Cuscuta	Cuscuta_planiflora	ITS	4	0.0213906110003179	0.0180858035894334	Cuscuta_planiflora_ITStxt
Cyclamen	Cyclamen_repandum	58SrRNA	4	0.0147585769233746	0.00680852545796476	Cyclamen_repandum_58SrRNAtxt
Cydonia	Cydonia_oblonga	matK	5	0.0238742246956592	0.0126393239600787	Cydonia_oblonga_matKtxt
Cynanchum	Cynanchum_acutum	rbcL	6	0.00281884660562266	0.00174299386919014	Cynanchum_acutum_rbcLtxt
Cynodon	Cynodon_dactylon	rbcL	33	0.0419288604833255	0.00429412104337918	Cynodon_dactylon_rbcLtxt
Cynoglossum	Cynoglossum_officinale	rbcL	8	0.00232332882750488	0.000559701492537313	Cynoglossum_officinale_rbcLtxt
Cynosurus	Cynosurus_cristatus	rbcL	14	0.00928292598062002	0.000708315625442697	Cynosurus_cristatus_rbcLtxt
Cynosurus	Cynosurus_echinatus	rbcL	8	0.011357984244464	0.00182066271587762	Cynosurus_echinatus_rbcLtxt
Cyperus	Cyperus_difformis	rbcL	11	0.0252021261768731	0.00250737367094871	Cyperus_difformis_rbcLtxt
Cyperus	Cyperus_esculentus	rbcL	19	0.000348037936135039	0	Cyperus_esculentus_rbcLtxt
Cyperus	Cyperus_longus	matK	4	0.00523828857368634	0.00132275132275132	Cyperus_longus_matKtxt
Cyperus	Cyperus_rotundus	rbcL	16	0.00348432055749129	0.000232288037166086	Cyperus_rotundus_rbcLtxt
Cystopteris	Cystopteris_montana	matK	5	0.00748129675810474	0.00478925807351404	Cystopteris_montana_matKtxt
Cytinus	Cytinus_hypocistis	Adh	13	0.00328169591263945	0.000926615362787787	Cytinus_hypocistis_Adhtxt
Cytinus	Cytinus_ruber	Adh	6	0.00014760147601476	0	Cytinus_ruber_Adhtxt
Cytisus	Cytisus_scoparius	psbB	267	0.0509604248715407	0.000108444187391556	Cytisus_scoparius_psbBtxt
Dactylorhiza	Dactylorhiza_maculata	matK	5	0.00885246417604125	0.00220403022670025	Dactylorhiza_maculata_matKtxt
Dactylorhiza	Dactylorhiza_majalis	rbcL	6	0.0213566220985651	0.00555172501851426	Dactylorhiza_majalis_rbcLtxt
Dactylorhiza	Dactylorhiza_viridis	matK	4	0.00130274264994322	0.000415627597672485	Dactylorhiza_viridis_matKtxt
Daphne	Daphne_gnidium	rps16	51	0.00247169112674369	4.19287211740042e-05	Daphne_gnidium_rps16txt
Daphne	Daphne_laureola	rbcL	5	0.00189498933901919	0.000466417910447761	Daphne_laureola_rbcLtxt
Daphne	Daphne_mezereum	rps16	5	0.00135054118867069	0.000747614066077293	Daphne_mezereum_rps16txt
Daphne	Daphne_oleoides	rps16	5	0.00332892901710343	0.000697350069735007	Daphne_oleoides_rps16txt
Dasiphora	Dasiphora_fruticosa	matK	56	0.289488201760979	0.00981320851626699	Dasiphora_fruticosa_matKtxt
Delphinium	Delphinium_bolosii	psbAtrnH	6	0.0114503816793893	0.0083969465648855	Delphinium_bolosii_psbAtrnHtxt
Delphinium	Delphinium_fissum	psbAtrnH	8	0.00533448328182522	0.00213419260040088	Delphinium_fissum_psbAtrnHtxt
Deschampsia	Deschampsia_cespitosa	rbcL	49	0.0509677892221712	0.00222409085083418	Deschampsia_cespitosa_rbcLtxt
Descurainia	Descurainia_sophia	rbcL	32	0.0015693588822509	0.00134927615634326	Descurainia_sophia_rbcLtxt
Dianthus	Dianthus_armeria	rbcL	11	0.00197437422707847	0.000196850393700787	Dianthus_armeria_rbcLtxt
Dianthus	Dianthus_caryophyllus	rbcL	11	0.100868102329594	0.0117355977864398	Dianthus_caryophyllus_rbcLtxt
Dianthus	Dianthus_chinensis	rbcL	10	0.00140764621299611	0	Dianthus_chinensis_rbcLtxt
Dianthus	Dianthus_deltoides	matK	5	0.00120661635388143	0.00029868578255675	Dianthus_deltoides_matKtxt
Dianthus	Dianthus_gratianopolitanus	matK	4	0.00360230173478926	0.00203998368013056	Dianthus_gratianopolitanus_matKtxt
Diapensia	Diapensia_lapponica	rpl16	27	0.0158467047755084	0.00384615384615385	Diapensia_lapponica_rpl16txt
Digitalis	Digitalis_purpurea	rbcL	16	0.00752171543580198	0.000502691964414246	Digitalis_purpurea_rbcLtxt
Digitaria	Digitaria_ischaemum	rbcL	14	0.0125836538907399	0.00439777261072756	Digitaria_ischaemum_rbcLtxt
Digitaria	Digitaria_sanguinalis	rbcL	20	0.0156638205133198	0.00249726646554935	Digitaria_sanguinalis_rbcLtxt
Dioscorea	Dioscorea_communis	rbcL	8	0.0504881310382796	0.00798139889415598	Dioscorea_communis_rbcLtxt
Diplotaxis	Diplotaxis_harra	rbcL	4	0.00123491093204903	0	Diplotaxis_harra_rbcLtxt
Dipsacus	Dipsacus_fullonum	rbcL	14	0.00249833176253414	0.00013910140492419	Dipsacus_fullonum_rbcLtxt
Dodartia	Dodartia_orientalis	matK	5	0.00342380796548897	0.0022333646102119	Dodartia_orientalis_matKtxt
Draba	Draba_aizoides	trnLtrnF	8	0.0453093198768355	0.0230742347738527	Draba_aizoides_trnLtrnFtxt
Draba	Draba_alpina	rbcL	15	0.00361778899056355	0.000502355079510455	Draba_alpina_rbcLtxt
Draba	Draba_cinerea	matK	17	0.00188951166991596	0.000363243406735454	Draba_cinerea_matKtxt
Draba	Draba_corymbosa	matK	25	0.00795344272863993	0.000655549603528891	Draba_corymbosa_matKtxt
Draba	Draba_crassifolia	Adh	4	0.0224308815858112	0.0211267605633803	Draba_crassifolia_Adhtxt
Draba	Draba_fladnizensis	rbcL	7	0.00181159420289855	0.000301932367149758	Draba_fladnizensis_rbcLtxt
Draba	Draba_lactea	rbcL	11	0.00181159420289855	0.000181159420289855	Draba_lactea_rbcLtxt
Draba	Draba_nemorosa	rbcL	18	0.00318635235792705	0.000625633826878292	Draba_nemorosa_rbcLtxt
Draba	Draba_nivalis	matK	8	0.00586774994357933	0.00294883969578732	Draba_nivalis_matKtxt
Draba	Draba_norvegica	rbcL	6	0.00640734887618908	0.00173913043478261	Draba_norvegica_rbcLtxt
Draba	Draba_ochroleuca	trnLtrnF	4	0.0340788072417465	0.0284697815792386	Draba_ochroleuca_trnLtrnFtxt
Draba	Draba_subcapitata	matK	6	0.00220125786163522	0.000943396226415094	Draba_subcapitata_matKtxt
Draba	Draba_verna	rbcL	16	0.00566970279187715	0.00218780821812112	Draba_verna_rbcLtxt
Drosera	Drosera_rotundifolia	rbcL	8	0.00106164697099359	0	Drosera_rotundifolia_rbcLtxt
Drosophyllum	Drosophyllum_lusitanicum	rps16	70	0.0019990693249373	0.000626100054457875	Drosophyllum_lusitanicum_rps16txt
Dryas	Dryas_octopetala	LEAFY	38	0.0475567645454314	0.0270282732085273	Dryas_octopetala_LEAFYtxt
Dryopteris	Dryopteris_dilatata	rbcL	4	0.0178978978978979	0.0154147732335383	Dryopteris_dilatata_rbcLtxt
Dryopteris	Dryopteris_fragrans	rbcL	8	0.0718142452111015	0.0107460333931227	Dryopteris_fragrans_rbcLtxt
Dupontia	Dupontia_fisheri	matK	17	0.0034402074165684	0.000174703090205884	Dupontia_fisheri_matKtxt
Echinochloa	Echinochloa_crus-galli	matK	51	0.033949632287194	0.00128583639794214	Echinochloa_crusgalli_matKtxt
Echinops	Echinops_sphaerocephalus	matK	4	0.017596347317049	0.00720200308597458	Echinops_sphaerocephalus_matKtxt
Echium	Echium_plantagineum	trnLtrnF	202	0.0240097447863925	0.0018308440056245	Echium_plantagineum_trnLtrnFtxt
Echium	Echium_vulgare	psbAtrnH	25	0.0145089285714286	0.00483630952380952	Echium_vulgare_psbAtrnHtxt
Edraianthus	Edraianthus_serpyllifolius	trnLtrnF	40	0.000569260107393286	1.45936400916481e-05	Edraianthus_serpyllifolius_trnLtrnFtxt
Edraianthus	Edraianthus_tenuifolius	trnLtrnF	52	0.00120072081967079	0.000184558175023157	Edraianthus_tenuifolius_trnLtrnFtxt
Elaeagnus	Elaeagnus_angustifolia	matK	8	0.00274620546557944	0.000383509108341323	Elaeagnus_angustifolia_matKtxt
Elatine	Elatine_gussonei	accD	5	0.00819054375004899	0.00553567649341182	Elatine_gussonei_accDtxt
Elatine	Elatine_hexandra	rbcL	9	0.0101718297229426	0.00145477545857053	Elatine_hexandra_rbcLtxt
Eleocharis	Eleocharis_geniculata	rbcL	4	0.00905797101449275	0.00301932367149758	Eleocharis_geniculata_rbcLtxt
Eleocharis	Eleocharis_mamillata	rbcL	8	0.00419389978213508	0.000595238095238095	Eleocharis_mamillata_rbcLtxt
Eleocharis	Eleocharis_palustris	rbcL	12	0.118758356575243	0.010554988083078	Eleocharis_palustris_rbcLtxt
Eleocharis	Eleocharis_quinqueflora	matK	4	0.00168202397242437	0.000821118936347608	Eleocharis_quinqueflora_matKtxt
Elymus	Elymus_repens	rbcL	35	0.00572766555606744	0.000152996512593565	Elymus_repens_rbcLtxt
Elymus	Elymus_sibiricus	trnLtrnF	91	0.0122620887711988	0.00306628469683377	Elymus_sibiricus_trnLtrnFtxt
Empetrum	Empetrum_nigrum	rbcL	31	0.00142337647569333	0	Empetrum_nigrum_rbcLtxt
Ephedra	Ephedra_distachya	rbcL	10	0.00181267347400603	0.000431297591998323	Ephedra_distachya_rbcLtxt
Epilobium	Epilobium_anagallidifolium	rbcL	5	0.00183001151919419	0.000452898550724638	Epilobium_anagallidifolium_rbcLtxt
Epilobium	Epilobium_arcticum	matK	4	0.000971817298347911	0.000906079783033287	Epilobium_arcticum_matKtxt
Epilobium	Epilobium_ciliatum	rbcL	12	0.0125290990693347	0.00148221343873518	Epilobium_ciliatum_rbcLtxt
Epilobium	Epilobium_hirsutum	rbcL	8	0.0204217332538618	0.00308926771020634	Epilobium_hirsutum_rbcLtxt
Epilobium	Epilobium_montanum	rbcL	8	0.014419067069632	0.00231773829435076	Epilobium_montanum_rbcLtxt
Epilobium	Epilobium_obscurum	rbcL	5	0.00190839694656489	0.000477099236641221	Epilobium_obscurum_rbcLtxt
Epilobium	Epilobium_palustre	rbcL	20	0.021319782608513	0.00254353964691416	Epilobium_palustre_rbcLtxt
Epilobium	Epilobium_parviflorum	rbcL	10	0.00406434377669148	0.00044004400440044	Epilobium_parviflorum_rbcLtxt
Epilobium	Epilobium_tetragonum	matK	4	0.0036680421824851	0.00356508787607983	Epilobium_tetragonum_matKtxt
Epipactis	Epipactis_helleborine	rbcL	8	0.0329875761768657	0.00464996125032291	Epipactis_helleborine_rbcLtxt
Epipactis	Epipactis_palustris	rbcL	11	0.00128845737189904	0	Epipactis_palustris_rbcLtxt
Epipactis	Epipactis_purpurata	rpl16	13	0.000634316523945449	0	Epipactis_purpurata_rpl16txt
Equisetum	Equisetum_arvense	rbcL	40	0.00206708225229093	9.97841246175589e-05	Equisetum_arvense_rbcLtxt
Equisetum	Equisetum_hyemale	rbcL	19	0.00277825675453016	0.00267602136398662	Equisetum_hyemale_rbcLtxt
Equisetum	Equisetum_pratense	rbcL	6	0.00919964693198116	0.0031936127744511	Equisetum_pratense_rbcLtxt
Equisetum	Equisetum_sylvaticum	rbcL	13	0.000158127767235927	0	Equisetum_sylvaticum_rbcLtxt
Equisetum	Equisetum_variegatum	rbcL	30	0.0391476505667352	0.00515072847278935	Equisetum_variegatum_rbcLtxt
Eragrostis	Eragrostis_cilianensis	rbcL	6	0.0143132357338988	0.00265339966832504	Eragrostis_cilianensis_rbcLtxt
Eragrostis	Eragrostis_japonica	rbcL	4	0.0111674708235391	0.00595282279681636	Eragrostis_japonica_rbcLtxt
Eragrostis	Eragrostis_minor	rbcL	18	0.00374894860029834	0.000535453414554465	Eragrostis_minor_rbcLtxt
Eragrostis	Eragrostis_papposa	rbcL	8	0.00242398714195411	0.00233962399880916	Eragrostis_papposa_rbcLtxt
Eragrostis	Eragrostis_pilosa	matK	9	0.0898885753319091	0.0168984399847899	Eragrostis_pilosa_matKtxt
Eremopyrum	Eremopyrum_orientale	rbcL	14	0.00169578592659774	0.000284373666998436	Eremopyrum_orientale_rbcLtxt
Eremopyrum	Eremopyrum_triticeum	matK	7	0.018270260455471	0.00342319212665811	Eremopyrum_triticeum_matKtxt
Eremurus	Eremurus_inderiensis	rbcL	8	0.0018450184501845	0.000263574064312072	Eremurus_inderiensis_rbcLtxt
Erica	Erica_australis	matK	52	0.00523267777875768	0.000823117852838287	Erica_australis_matKtxt
Erica	Erica_ciliaris	trnLtrnF	6	0.00139474294913559	0	Erica_ciliaris_trnLtrnFtxt
Erica	Erica_cinerea	trnLtrnF	7	0.0477101501131248	0.00815089808536259	Erica_cinerea_trnLtrnFtxt
Erica	Erica_erigena	trnLtrnF	6	0.00199082922409851	0.000669928257405237	Erica_erigena_trnLtrnFtxt
Erica	Erica_mackaiana	trnLtrnF	6	0.00274348284054974	0.000903527635140134	Erica_mackaiana_trnLtrnFtxt
Erica	Erica_manipuliflora	trnLtrnF	5	0.000644329896907216	0	Erica_manipuliflora_trnLtrnFtxt
Erica	Erica_scoparia	matK	137	0.046562339528842	0.000986105397870104	Erica_scoparia_matKtxt
Erica	Erica_sicula	trnLtrnF	12	0.00836274299440895	0.00210107340559809	Erica_sicula_trnLtrnFtxt
Erica	Erica_tetralix	rbcL	8	0.00294840491642308	0.000262605042016807	Erica_tetralix_rbcLtxt
Erigeron	Erigeron_borealis	matK	4	0.00114783126563991	0.000355366027007818	Erigeron_borealis_matKtxt
Erigeron	Erigeron_humilis	rbcL	12	0.0723941631242698	0.0065180102915952	Erigeron_humilis_rbcLtxt
Eriophorum	Eriophorum_brachyantherum	matK	9	0.00302550296216544	0.000329380764163373	Eriophorum_brachyantherum_matKtxt
Eriophorum	Eriophorum_latifolium	matK	4	0.00137741046831956	0.000459136822773186	Eriophorum_latifolium_matKtxt
Eriophorum	Eriophorum_scheuchzeri	matK	16	0.00451617841887958	0.00103461473742253	Eriophorum_scheuchzeri_matKtxt
Eriophorum	Eriophorum_triste	rbcL	10	0.0072463768115942	0.000805152979066023	Eriophorum_triste_rbcLtxt
Eriophorum	Eriophorum_vaginatum	matK	11	0.000155219270559777	0	Eriophorum_vaginatum_matKtxt
Erodium	Erodium_cicutarium	rbcL	25	0.0237144694396368	0.003625119539694	Erodium_cicutarium_rbcLtxt
Erodium	Erodium_foetidum	trnLtrnF	6	0.00959363641316615	0.00270078844342743	Erodium_foetidum_trnLtrnFtxt
Erodium	Erodium_moschatum	matK	10	0.0481188951508586	0.00896017864852831	Erodium_moschatum_matKtxt
Erophaca	Erophaca_baetica	58SrRNA	22	0.00558192982498727	0.000553709856035437	Erophaca_baetica_58SrRNAtxt
Eruca	Eruca_vesicaria	rbcL	15	0.00369756928336924	0.0005175983436853	Eruca_vesicaria_rbcLtxt
Eryngium	Eryngium_maritimum	rbcL	5	0.00185980647510222	0.000462107208872458	Eryngium_maritimum_rbcLtxt
Eryngium	Eryngium_planum	rbcL	5	0.00187749421109929	0.000453720508166969	Eryngium_planum_rbcLtxt
Erysimum	Erysimum_cheiranthoides	rbcL	18	0.0177838577291382	0.00131671763759333	Erysimum_cheiranthoides_rbcLtxt
Erysimum	Erysimum_siliculosum	matK	8	0.0275953102255468	0.00394218134034166	Erysimum_siliculosum_matKtxt
Erythronium	Erythronium_dens-canis	ycf1	49	0.00789670793578668	0.00237315008584299	Erythronium_denscanis_ycf1txt
Euclidium	Euclidium_syriacum	matK	5	0.0108695652173913	0.00271739130434783	Euclidium_syriacum_matKtxt
Euonymus	Euonymus_europaeus	rbcL	10	0.00239808153477218	0.000266453503863576	Euonymus_europaeus_rbcLtxt
Euphorbia	Euphorbia_amygdaloides	rbcL	4	0.00247524752475248	0.000825082508250825	Euphorbia_amygdaloides_rbcLtxt
