Genus	Species	Marker	Sequence_Count	genDiv_mx	genDiv_mn	match_name
Iris	Iris_pumila	trnStrnG	12	0.00236406619385343	0.00021491510853213	Iris_pumila_trnStrnGtxt
Iris	Iris_ruthenica	matK	10	0.00721708225144802	0.00495311198420204	Iris_ruthenica_matKtxt
Iris	Iris_sibirica	psbAtrnH	21	0.00262442701067164	0.00104663030939914	Iris_sibirica_psbAtrnHtxt
Isatis	Isatis_gymnocarpa	matK	6	0.0013133733777349	0.00026246719160105	Isatis_gymnocarpa_matKtxt
Isatis	Isatis_tinctoria	rbcL	138	0.0235593367337827	0.00282156658283751	Isatis_tinctoria_rbcLtxt
Isolepis	Isolepis_cernua	rbcL	11	0.027560090495518	0.00344617272771494	Isolepis_cernua_rbcLtxt
Isolepis	Isolepis_fluitans	rbcL	7	0.00108380380977225	0.000605563733253834	Isolepis_fluitans_rbcLtxt
Isolepis	Isolepis_setacea	rbcL	11	0.00030722854252266	0	Isolepis_setacea_rbcLtxt
Juncus	Juncus_acutus	rbcL	6	0.0314285714285714	0.01	Juncus_acutus_rbcLtxt
Juncus	Juncus_arcticus	rbcL	17	0.001232741617357	0.000819837429809266	Juncus_arcticus_rbcLtxt
Juncus	Juncus_articulatus	rbcL	7	0.00597609561752988	0.00130696120988682	Juncus_articulatus_rbcLtxt
Juncus	Juncus_biglumis	rps16	20	0.00744857709187608	0.00151012609835666	Juncus_biglumis_rps16txt
Juncus	Juncus_bufonius	rbcL	14	0.0264848477167904	0.00612418720683585	Juncus_bufonius_rbcLtxt
Juncus	Juncus_bulbosus	rbcL	5	0.00565565031982942	0.00139925373134328	Juncus_bulbosus_rbcLtxt
Juncus	Juncus_castaneus	rbcL	19	0.0328348614854381	0.00181159420289855	Juncus_castaneus_rbcLtxt
Juncus	Juncus_compressus	rbcL	7	0.00187603408658481	0.00030750307503075	Juncus_compressus_rbcLtxt
Juncus	Juncus_conglomeratus	rbcL	6	0.00189694385216773	0.000373134328358209	Juncus_conglomeratus_rbcLtxt
Juncus	Juncus_effusus	rbcL	21	0.0370602405430424	0.00485281750017318	Juncus_effusus_rbcLtxt
Juncus	Juncus_filiformis	rbcL	6	0.0944073586967394	0.0179282868525896	Juncus_filiformis_rbcLtxt
Juncus	Juncus_gerardii	rbcL	9	0.00230638805248951	0.000679347826086957	Juncus_gerardii_rbcLtxt
Juncus	Juncus_maritimus	rbcL	5	0.00380952380952381	0.000952380952380952	Juncus_maritimus_rbcLtxt
Juncus	Juncus_rigidus	rbcL	4	0.00841677613564145	0.00328473792261116	Juncus_rigidus_rbcLtxt
Juncus	Juncus_triglumis	rbcL	19	0.0794878947270894	0.00868725868725869	Juncus_triglumis_rbcLtxt
Juniperus	Juniperus_brevifolia	trnStrnG	16	0.0012514220705347	0.000491480468082775	Juniperus_brevifolia_trnStrnGtxt
Juniperus	Juniperus_communis	rbcL	31	0.0630030131556211	0.00254403526333559	Juniperus_communis_rbcLtxt
Juniperus	Juniperus_macrocarpa	trnLtrnF	9	0.0065249412372002	0.000888073394495413	Juniperus_macrocarpa_trnLtrnFtxt
Juniperus	Juniperus_oxycedrus	trnLtrnF	18	0.020690477045935	0.00245950407525719	Juniperus_oxycedrus_trnLtrnFtxt
Juniperus	Juniperus_phoenicea	rbcL	5	0.00284902014346273	0.000709219858156028	Juniperus_phoenicea_rbcLtxt
Juniperus	Juniperus_sabina	trnStrnG	65	0.00789383020774196	0.00268713739544298	Juniperus_sabina_trnStrnGtxt
Juniperus	Juniperus_thurifera	trnLtrnF	24	0.00974843733202279	0.00393814128589356	Juniperus_thurifera_trnLtrnFtxt
Jurinea	Jurinea_arachnoidea	58SrRNA	4	0.00909002205179244	0.00567869076137095	Jurinea_arachnoidea_58SrRNAtxt
Kalidium	Kalidium_caspicum	rps16	10	0.00495970623278467	0.00454357703428335	Kalidium_caspicum_rps16txt
Kalidium	Kalidium_foliatum	rps16	4	0.00123685837971552	0.00123456790123457	Kalidium_foliatum_rps16txt
Kickxia	Kickxia_elatine	rbcL	4	0.00186493293504364	0.000615006150061501	Kickxia_elatine_rbcLtxt
Kickxia	Kickxia_spuria	rbcL	6	0.00223758480039917	0.00112238535994626	Kickxia_spuria_rbcLtxt
Knautia	Knautia_arvensis	rbcL	10	0.00864450085820866	0.00181558674130395	Knautia_arvensis_rbcLtxt
Koeleria	Koeleria_macrantha	rbcL	17	0.00875098613156237	0.000745162597797016	Koeleria_macrantha_rbcLtxt
Koeleria	Koeleria_pyramidata	matK	4	0.00258397932816537	0	Koeleria_pyramidata_matKtxt
Koelpinia	Koelpinia_linearis	rbcL	9	0.00354060754409088	0.000442477876106195	Koelpinia_linearis_rbcLtxt
Koenigia	Koenigia_islandica	rbcL	12	0.0811132372916646	0.00735680504466632	Koenigia_islandica_rbcLtxt
Kundmannia	Kundmannia_sicula	rpoC1	5	0.0131502078418155	0.00271739130434783	Kundmannia_sicula_rpoC1txt
Laburnum	Laburnum_anagyroides	rbcL	5	0.00509555639239315	0.00110619469026549	Laburnum_anagyroides_rbcLtxt
Lactuca	Lactuca_serriola	rbcL	25	0.00662042875157629	7.53465943339361e-05	Lactuca_serriola_rbcLtxt
Lactuca	Lactuca_tatarica	rbcL	8	0.00448740800730653	0.000598981731057203	Lactuca_tatarica_rbcLtxt
Lactuca	Lactuca_virosa	matK	5	0.000531914893617021	0	Lactuca_virosa_matKtxt
Lagurus	Lagurus_ovatus	matK	6	0.00871627628693966	0.000732600732600733	Lagurus_ovatus_matKtxt
Lamium	Lamium_album	matK	11	0.00928365871295771	0.00348681569932779	Lamium_album_matKtxt
Lamium	Lamium_amplexicaule	rbcL	27	0.00859181011335847	0.000153272146603892	Lamium_amplexicaule_rbcLtxt
Lamium	Lamium_bifidum	rpoB	6	0.00472813238770686	0.000945626477541371	Lamium_bifidum_rpoBtxt
Lamium	Lamium_confertum	matK	6	0.0020851703252651	0.00102106974486289	Lamium_confertum_matKtxt
Lamium	Lamium_galeobdolon	psbAtrnH	15	0.00815964836436727	0.00172840512796993	Lamium_galeobdolon_psbAtrnHtxt
Lamium	Lamium_garganicum	matK	10	0.0233068935004399	0.00443610846674696	Lamium_garganicum_matKtxt
Lamium	Lamium_maculatum	matK	6	0.00309701544993182	0.00101781170483461	Lamium_maculatum_matKtxt
Lamium	Lamium_orvala	rpoB	5	0.000788022064617809	0.000197005516154452	Lamium_orvala_rpoBtxt
Lamium	Lamium_purpureum	rbcL	15	0.00605134016515704	0.00176474741154961	Lamium_purpureum_rbcLtxt
Lappula	Lappula_patula	matK	6	0.00311319832473492	0.0010366098052408	Lappula_patula_matKtxt
Lappula	Lappula_spinocarpos	rbcL	7	0.0150843847247453	0.00233100233100233	Lappula_spinocarpos_rbcLtxt
Lapsana	Lapsana_communis	matK	16	0.0677979594792928	0.00537366115585955	Lapsana_communis_matKtxt
Larix	Larix_decidua	rbcL	4	0.00184532966291528	0.00109624363882048	Larix_decidua_rbcLtxt
Lathraea	Lathraea_squamaria	matK	10	0.0232872204613231	0.00656177104719786	Lathraea_squamaria_matKtxt
Lathyrus	Lathyrus_aphaca	rbcL	9	0.0507974034621778	0.00681123844844358	Lathyrus_aphaca_rbcLtxt
Lathyrus	Lathyrus_cicera	rbcL	8	0.0162125626660991	0.00256118383608423	Lathyrus_cicera_rbcLtxt
Lathyrus	Lathyrus_clymenum	matK	4	0.0559277206067378	0.0188897202573153	Lathyrus_clymenum_matKtxt
Lathyrus	Lathyrus_filiformis	18SrRNA	88	0.0173774902841667	0.00459491912078557	Lathyrus_filiformis_18SrRNAtxt
Lathyrus	Lathyrus_latifolius	rbcL	7	0.00182586637303358	0.000301932367149758	Lathyrus_latifolius_rbcLtxt
Lathyrus	Lathyrus_ledebourii	18SrRNA	9	0.0289070251635443	0.00876709510284336	Lathyrus_ledebourii_18SrRNAtxt
Lathyrus	Lathyrus_ochrus	rbcL	10	0.0103002410694718	0.0015243606487469	Lathyrus_ochrus_rbcLtxt
Lathyrus	Lathyrus_pallescens	18SrRNA	14	0.0280635062611807	0.00570214669051879	Lathyrus_pallescens_18SrRNAtxt
Lathyrus	Lathyrus_palustris	rbcL	9	0.0111927054033057	0.00317028985507246	Lathyrus_palustris_rbcLtxt
Lathyrus	Lathyrus_pannonicus	18SrRNA	217	0.0221376003076037	0.00724107742182275	Lathyrus_pannonicus_18SrRNAtxt
Lathyrus	Lathyrus_pratensis	rbcL	11	0.0199188812355666	0.00292721153919614	Lathyrus_pratensis_rbcLtxt
Lathyrus	Lathyrus_sativus	rbcL	13	0.0466381783967187	0.00594019622408813	Lathyrus_sativus_rbcLtxt
Lathyrus	Lathyrus_sylvestris	rbcL	7	0.0030461270670148	0.000742664084604293	Lathyrus_sylvestris_rbcLtxt
Launaea	Launaea_nudicaulis	rbcL	7	0.00367132596928118	0.000602772754671489	Launaea_nudicaulis_rbcLtxt
Laurus	Laurus_nobilis	matK	84	0.0379665568198523	6.33521475958582e-05	Laurus_nobilis_matKtxt
Leersia	Leersia_oryzoides	rbcL	11	0.00212121177760711	0.000182481751824818	Leersia_oryzoides_rbcLtxt
Lemna	Lemna_minor	rps16	24	0.0282311456022343	0.002447524342947	Lemna_minor_rps16txt
Lemna	Lemna_trisulca	rbcL	8	0.00316581195914943	0	Lemna_trisulca_rbcLtxt
Lemna	Lemna_turionifera	atpFatpH	67	0.00314465408805031	4.76462740613684e-05	Lemna_turionifera_atpFatpHtxt
Leontodon	Leontodon_hispidus	matK	6	0.00648943599071082	0.00133120006187132	Leontodon_hispidus_matKtxt
Leontodon	Leontodon_saxatilis	matK	6	0.00900332690267126	0.00161507402422611	Leontodon_saxatilis_matKtxt
Leonurus	Leonurus_cardiaca	matK	10	0.0127163028082773	0.00776495171176947	Leonurus_cardiaca_matKtxt
Lepidium	Lepidium_apetalum	rbcL	21	0.00204770179125621	0.000186727402333223	Lepidium_apetalum_rbcLtxt
Lepidium	Lepidium_campestre	rbcL	10	0.00182608437249601	0.000201288244766506	Lepidium_campestre_rbcLtxt
Lepidium	Lepidium_chalepense	matK	4	0.253317258370519	0.0839363241678727	Lepidium_chalepense_matKtxt
Lepidium	Lepidium_draba	rbcL	9	0.0111576087291481	0.00175479447442369	Lepidium_draba_rbcLtxt
Lepidium	Lepidium_heterophyllum	rbcL	8	0.00105624504885133	0.0010351966873706	Lepidium_heterophyllum_rbcLtxt
Lepidium	Lepidium_navasii	rps16	54	0.00665093516468055	0.00157271783095625	Lepidium_navasii_rps16txt
Lepidium	Lepidium_perfoliatum	rbcL	11	0.0186351538161947	0.00181159420289855	Lepidium_perfoliatum_rbcLtxt
Lepidium	Lepidium_ruderale	matK	12	0.0110118684458678	0.0048730018988624	Lepidium_ruderale_matKtxt
Lepidium	Lepidium_sativum	rbcL	4	0.00626959247648903	0.00269592476489028	Lepidium_sativum_rbcLtxt
Leptaleum	Leptaleum_filifolium	rbcL	7	0.0173283900905576	0.00410798122065728	Leptaleum_filifolium_rbcLtxt
Leucanthemopsis	Leucanthemopsis_pallida	psbAtrnH	22	0.0273942619998925	0.00586080586080586	Leucanthemopsis_pallida_psbAtrnHtxt
Leucanthemum	Leucanthemum_adustum	psbAtrnH	13	0.00271571583011702	0.000493096646942801	Leucanthemum_adustum_psbAtrnHtxt
Leucanthemum	Leucanthemum_burnatii	ETS	4	0.00519673348181143	0.0022271714922049	Leucanthemum_burnatii_ETStxt
Leucanthemum	Leucanthemum_corunnense	ETS	10	0.0270337301587302	0.0115523182957393	Leucanthemum_corunnense_ETStxt
Leucanthemum	Leucanthemum_esterellense	psbAtrnH	5	0.00290697674418605	0.000726744186046512	Leucanthemum_esterellense_psbAtrnHtxt
Leucanthemum	Leucanthemum_gallaecicum	ETS	8	0.00938067268828527	0.00437705313612258	Leucanthemum_gallaecicum_ETStxt
Leucanthemum	Leucanthemum_gaudinii	ETS	24	0.0423227483474366	0.0121268295834129	Leucanthemum_gaudinii_ETStxt
Leucanthemum	Leucanthemum_gracilicaule	ETS	4	0.00298284862043251	0.00149142431021626	Leucanthemum_gracilicaule_ETStxt
Leucanthemum	Leucanthemum_graminifolium	ETS	9	0.0148185131993983	0.00960528587997302	Leucanthemum_graminifolium_ETStxt
Leucanthemum	Leucanthemum_halleri	psbAtrnH	5	0.0122765920527503	0.00368731563421829	Leucanthemum_halleri_psbAtrnHtxt
Leucanthemum	Leucanthemum_ircutianum	ETS	116	0.0676805378439722	0.0124169526779875	Leucanthemum_ircutianum_ETStxt
Leucanthemum	Leucanthemum_ligusticum	psbAtrnH	4	0.00275231214457734	0.000915750915750916	Leucanthemum_ligusticum_psbAtrnHtxt
Leucanthemum	Leucanthemum_lithopolitanicum	ETS	4	0.00296956198960653	0.00148478099480327	Leucanthemum_lithopolitanicum_ETStxt
Leucanthemum	Leucanthemum_monspeliense	psbAtrnH	5	0.00773813789067632	0.00222342924769929	Leucanthemum_monspeliense_psbAtrnHtxt
Leucanthemum	Leucanthemum_pallens	psbAtrnH	36	0.00801631346242605	0.000763825415318858	Leucanthemum_pallens_psbAtrnHtxt
Leucanthemum	Leucanthemum_pluriflorum	ETS	42	0.0476861170554807	0.0122451891972272	Leucanthemum_pluriflorum_ETStxt
Leucanthemum	Leucanthemum_rotundifolium	psbAtrnH	247	0.00979431091132195	6.0312175822055e-05	Leucanthemum_rotundifolium_psbAtrnHtxt
Leucanthemum	Leucanthemum_sylvaticum	ETS	144	0.0720467643214612	0.00694683935218456	Leucanthemum_sylvaticum_ETStxt
Leucanthemum	Leucanthemum_tridactylites	ETS	17	0.0261692650334076	0.00790749440770397	Leucanthemum_tridactylites_ETStxt
Leucanthemum	Leucanthemum_virgatum	ETS	4	0.0022271714922049	0.000742390497401633	Leucanthemum_virgatum_ETStxt
Leucanthemum	Leucanthemum_vulgare	psbAtrnH	32	0.00549209789106096	0.000591503123472327	Leucanthemum_vulgare_psbAtrnHtxt
Leuzea	Leuzea_repens	rbcL	12	0.000961438402338218	0	Leuzea_repens_rbcLtxt
Leymus	Leymus_racemosus	matK	6	0.00107168802511623	0.000258732212160414	Leymus_racemosus_matKtxt
Ligustrum	Ligustrum_vulgare	rbcL	10	0.00574462993700569	0.00141142884408222	Ligustrum_vulgare_rbcLtxt
Limonium	Limonium_gmelinii	matK	11	0.00181377905338434	0.000435007204299809	Limonium_gmelinii_matKtxt
Limonium	Limonium_suffruticosum	matK	5	0.00384615384615385	0.00294597612086291	Limonium_suffruticosum_matKtxt
Linaria	Linaria_aeruginea	trnLtrnF	10	0.00761442598373551	0.00086636673151751	Linaria_aeruginea_trnLtrnFtxt
Linaria	Linaria_depauperata	trnStrnG	4	0.0054249547920434	0.00180831826401447	Linaria_depauperata_trnStrnGtxt
Linaria	Linaria_elegans	matK	120	0.00372416201994508	0.000890508652016314	Linaria_elegans_matKtxt
Linaria	Linaria_genistifolia	rbcL	6	0.00371487725524993	0.00072463768115942	Linaria_genistifolia_rbcLtxt
Linaria	Linaria_gharbensis	matK	4	0.00627565521182542	0.00272799208969422	Linaria_gharbensis_matKtxt
Linaria	Linaria_glacialis	rps16	100	0.00447745497480067	0.00197557739625047	Linaria_glacialis_rps16txt
Linaria	Linaria_incarnata	Adh	10	0.00188323917137476	0.000513610683102209	Linaria_incarnata_Adhtxt
Linaria	Linaria_multicaulis	matK	7	0.00559192580469176	0.00177304964539007	Linaria_multicaulis_matKtxt
Linaria	Linaria_pedunculata	matK	9	0.00425028443569294	0.000933943231520509	Linaria_pedunculata_matKtxt
Linaria	Linaria_polygalifolia	trnStrnG	4	0.004825457976256	0.00361663652802893	Linaria_polygalifolia_trnStrnGtxt
Linaria	Linaria_repens	matK	4	0.00890909502009184	0.00171821305841924	Linaria_repens_matKtxt
Linaria	Linaria_simplex	trnLtrnF	11	0.003886925795053	0.000706713780918728	Linaria_simplex_trnLtrnFtxt
Linaria	Linaria_spartea	trnStrnG	17	0.00369910610307368	0.000338447653429603	Linaria_spartea_trnStrnGtxt
Linaria	Linaria_tristis	trnLtrnF	5	0.0232558139534884	0.00581395348837209	Linaria_tristis_trnLtrnFtxt
Linaria	Linaria_viscosa	Adh	24	0.00341662758759295	0.00194278823608227	Linaria_viscosa_Adhtxt
Linaria	Linaria_vulgaris	rbcL	28	0.00422015366839939	0.000517483551415687	Linaria_vulgaris_rbcLtxt
Linnaea	Linnaea_borealis	rbcL	27	0.00483624255464876	0.00032908305845219	Linnaea_borealis_rbcLtxt
Linum	Linum_austriacum	rpl16	17	0.0071216921346157	0.00355553165403187	Linum_austriacum_rpl16txt
Linum	Linum_bienne	rbcL	7	0.0500470859985785	0.00124378109452736	Linum_bienne_rbcLtxt
Linum	Linum_flavum	rpl16	22	0.00354029492133305	0.0016096442247698	Linum_flavum_rpl16txt
Linum	Linum_perenne	rbcL	7	0.120998945963468	0.01976401179941	Linum_perenne_rbcLtxt
Linum	Linum_tenuifolium	rpl16	17	0.00338355577969215	0.0014277403413352	Linum_tenuifolium_rpl16txt
Lithospermum	Lithospermum_officinale	matK	5	0.00239442311578097	0.000353606789250354	Lithospermum_officinale_matKtxt
Littorella	Littorella_uniflora	18SrRNA	4	0.00740713734437771	0.00263852242744063	Littorella_uniflora_18SrRNAtxt
Lobelia	Lobelia_dortmanna	rbcL	7	0.0137527123683999	0.00543478260869565	Lobelia_dortmanna_rbcLtxt
Lobularia	Lobularia_maritima	rbcL	8	0.00749111354612999	0.00284983632599082	Lobularia_maritima_rbcLtxt
Lolium	Lolium_arundinaceum	rbcL	33	0.0129957378844153	0.000588850596430405	Lolium_arundinaceum_rbcLtxt
Lolium	Lolium_giganteum	matK	5	0.00020259319286872	0	Lolium_giganteum_matKtxt
Lomatogonium	Lomatogonium_rotatum	rbcL	13	0.00362594026331693	0.000453172536538748	Lomatogonium_rotatum_rbcLtxt
Lonicera	Lonicera_periclymenum	rbcL	8	0.00919659428937145	0.00182211838363892	Lonicera_periclymenum_rbcLtxt
Lotus	Lotus_alpinus	trnLtrnF	8	0.00525958601968103	0.00322361723786902	Lotus_alpinus_trnLtrnFtxt
Lotus	Lotus_angustissimus	trnLtrnF	7	0.00490196078431373	0.00274509803921569	Lotus_angustissimus_trnLtrnFtxt
Lotus	Lotus_borbasii	trnLtrnF	5	0.00109409190371991	0.000273522975929978	Lotus_borbasii_trnLtrnFtxt
Lotus	Lotus_carpetanus	trnLtrnF	14	0.0034965034965035	0.000268961807423346	Lotus_carpetanus_trnLtrnFtxt
Lotus	Lotus_conimbricensis	trnLtrnF	4	0.00116279069767442	0.000387596899224806	Lotus_conimbricensis_trnLtrnFtxt
Lotus	Lotus_dorycnium	trnLtrnF	29	0.00971563454085753	0.00305748487594297	Lotus_dorycnium_trnLtrnFtxt
Lotus	Lotus_frondosus	trnLtrnF	12	0.00442668969984884	0.00178377364234613	Lotus_frondosus_trnLtrnFtxt
Lotus	Lotus_germanicus	rps16	10	0.0132356264421133	0.00295454815766312	Lotus_germanicus_rps16txt
Lotus	Lotus_glareosus	trnLtrnF	8	0.022862649677116	0.00637567578047204	Lotus_glareosus_trnLtrnFtxt
Lotus	Lotus_hirsutus	rps16	20	0.00720613938464713	0.00341808988722558	Lotus_hirsutus_rps16txt
Lotus	Lotus_krylovii	trnLtrnF	50	0.00113750418200067	6.69120107059217e-05	Lotus_krylovii_trnLtrnFtxt
Lotus	Lotus_rectus	rps16	7	0.00909864268297464	0.00367812370726092	Lotus_rectus_rps16txt
Lotus	Lotus_stepposus	trnLtrnF	16	0.00594400336455069	0.00239017484042677	Lotus_stepposus_trnLtrnFtxt
Lotus	Lotus_strictus	rps16	10	0.00990129228391399	0.00347356336637913	Lotus_strictus_rps16txt
Lotus	Lotus_tenuis	trnLtrnF	10	0.00434169352202139	0.000455840455840456	Lotus_tenuis_trnLtrnFtxt
Lotus	Lotus_ucrainicus	trnLtrnF	17	0.00489949118937132	0.00144325607686489	Lotus_ucrainicus_trnLtrnFtxt
Luzula	Luzula_campestris	matK	5	0.00361555264307558	0.000666666666666667	Luzula_campestris_matKtxt
Luzula	Luzula_confusa	rbcL	15	0.00976253162775399	0.00191204588910134	Luzula_confusa_rbcLtxt
Luzula	Luzula_multiflora	rbcL	14	0.087163402453486	0.0103548352363363	Luzula_multiflora_rbcLtxt
Luzula	Luzula_nivalis	rbcL	15	0.00112485939257593	0.000932947299377928	Luzula_nivalis_rbcLtxt
Luzula	Luzula_parviflora	rbcL	9	0.00679347826086956	0.00135869565217391	Luzula_parviflora_rbcLtxt
Luzula	Luzula_spicata	rbcL	10	0.222230622481674	0.0242907182814422	Luzula_spicata_rbcLtxt
Lycium	Lycium_europaeum	rbcL	5	0.00142857142857143	0	Lycium_europaeum_rbcLtxt
Lycium	Lycium_shawii	rbcL	4	0.111578271215638	0.0371355070590697	Lycium_shawii_rbcLtxt
Lycopodiella	Lycopodiella_inundata	rbcL	7	0.00273645251321203	0	Lycopodiella_inundata_rbcLtxt
Lycopodium	Lycopodium_clavatum	rbcL	24	0.0271351466051482	0.00191157784916619	Lycopodium_clavatum_rbcLtxt
Lycopodium	Lycopodium_lagopus	rbcL	8	0.000689021589343133	0	Lycopodium_lagopus_rbcLtxt
Lycopodium	Lycopodium_oellgaardii	rbcLatpB	7	0.00393700787401575	0.00152924133741443	Lycopodium_oellgaardii_rbcLatpBtxt
Lycopus	Lycopus_europaeus	rbcL	11	0.00764109941211619	0.000761904761904762	Lycopus_europaeus_rbcLtxt
Lygeum	Lygeum_spartum	matK	5	0.00832732972098848	0.00825551894962175	Lygeum_spartum_matKtxt
Lysimachia	Lysimachia_vulgaris	rbcL	9	0.00183144007002205	0.000226449275362319	Lysimachia_vulgaris_rbcLtxt
Lythrum	Lythrum_portula	rbcL	7	0.00594547587545686	0.00129326354475168	Lythrum_portula_rbcLtxt
Lythrum	Lythrum_salicaria	rbcL	17	0.001878500308077	0	Lythrum_salicaria_rbcLtxt
Maianthemum	Maianthemum_bifolium	rbcL	8	0.00136054421768707	0	Maianthemum_bifolium_rbcLtxt
Malcolmia	Malcolmia_africana	matK	16	0.0422988580633226	0.00921051863252986	Malcolmia_africana_matKtxt
Malus	Malus_sylvestris	matK	4	0.003003003003003	0.001001001001001	Malus_sylvestris_matKtxt
Malva	Malva_excisa	rpoC1	7	0.00148404695452548	0.000247279920870425	Malva_excisa_rpoC1txt
Malva	Malva_moschata	matK	6	0.00603318250377074	0.00120663650075415	Malva_moschata_matKtxt
Malva	Malva_neglecta	rbcL	10	0.00162258416899581	0.000401849817169233	Malva_neglecta_rbcLtxt
Malva	Malva_parviflora	rbcL	19	0.0015239162394774	0	Malva_parviflora_rbcLtxt
Malva	Malva_pusilla	rbcL	7	0.00452898550724638	0.00181159420289855	Malva_pusilla_rbcLtxt
Malva	Malva_sylvestris	rbcL	19	0.00193798449612403	0.000107665805340224	Malva_sylvestris_rbcLtxt
Marrubium	Marrubium_vulgare	rbcL	10	0.00399294491353281	0.000414593698175788	Marrubium_vulgare_rbcLtxt
Matricaria	Matricaria_chamomilla	rbcL	38	0.00605737191591945	0.000293772032902468	Matricaria_chamomilla_rbcLtxt
Matthiola	Matthiola_longipetala	rbcL	4	0.0035655267730801	0.00117785630153121	Matthiola_longipetala_rbcLtxt
Mauranthemum	Mauranthemum_paludosum	rps16	5	0.0147814877727634	0.00873030657866724	Mauranthemum_paludosum_rps16txt
Medicago	Medicago_arabica	rbcL	6	0.00186387101896509	0.000369685767097967	Medicago_arabica_rbcLtxt
Medicago	Medicago_lupulina	rbcL	30	0.0115177787297053	0.000883171815814166	Medicago_lupulina_rbcLtxt
Medicago	Medicago_polymorpha	rbcL	11	0.0185382027471495	0.00465688116358903	Medicago_polymorpha_rbcLtxt
Medicago	Medicago_sativa	rbcL	50	0.0332061308626361	0.00483832160923492	Medicago_sativa_rbcLtxt
Melampyrum	Melampyrum_cristatum	matK	4	0.00898669279228656	0.00290275761973875	Melampyrum_cristatum_matKtxt
Melampyrum	Melampyrum_pratense	rbcL	5	0.0169302975185137	0.00418994413407821	Melampyrum_pratense_rbcLtxt
Melica	Melica_altissima	rbcL	4	0.0102986985560043	0.0042501517911354	Melica_altissima_rbcLtxt
Melica	Melica_ciliata	trnLtrnF	8	0.00291547677453737	0.000727242842886865	Melica_ciliata_trnLtrnFtxt
Melica	Melica_nutans	matK	5	0.00266684746988496	0.000645994832041344	Melica_nutans_matKtxt
Melica	Melica_uniflora	psbAtrnH	51	0.00522184300341297	0.00348122866894198	Melica_uniflora_psbAtrnHtxt
Melilotus	Melilotus_albus	rbcL	92	0.00467757913618053	6.95507024620949e-05	Melilotus_albus_rbcLtxt
Melilotus	Melilotus_altissimus	matK	27	0.0130159037010106	0.00177763413057531	Melilotus_altissimus_matKtxt
Melilotus	Melilotus_dentatus	rbcL	30	0.00356718192627824	0	Melilotus_dentatus_rbcLtxt
Melilotus	Melilotus_elegans	matK	8	0.00320128051220488	0.00120048019207683	Melilotus_elegans_matKtxt
Melilotus	Melilotus_indicus	rbcL	17	0.00407418117944434	0.000226039783001808	Melilotus_indicus_rbcLtxt
Melilotus	Melilotus_infestus	psbAtrnH	6	0.0269260748573695	0.0121101531835421	Melilotus_infestus_psbAtrnHtxt
Melilotus	Melilotus_officinalis	rbcL	86	0.00654110977993698	2.3623907394283e-05	Melilotus_officinalis_rbcLtxt
Melilotus	Melilotus_polonicus	matK	10	0.00280112044817927	0.000311235605353252	Melilotus_polonicus_matKtxt
Melilotus	Melilotus_wolgicus	matK	9	0.00560224089635854	0.000700280112044818	Melilotus_wolgicus_matKtxt
Melissa	Melissa_officinalis	rbcL	7	0.00962092981347291	0.00116632123337673	Melissa_officinalis_rbcLtxt
Meniocus	Meniocus_linifolius	matK	10	0.00262533426759064	0.000289351851851852	Meniocus_linifolius_matKtxt
Mentha	Mentha_aquatica	rbcL	11	0.00116474644689261	0	Mentha_aquatica_rbcLtxt
Mentha	Mentha_arvensis	rbcL	16	0.00103726719223173	0.000589713495093889	Mentha_arvensis_rbcLtxt
Mentha	Mentha_longifolia	rbcL	16	0.00281846203921921	0.000499475529321748	Mentha_longifolia_rbcLtxt
Mentha	Mentha_piperita	rbcL	11	0.00179295134800533	0.000440121462877606	Mentha_piperita_rbcLtxt
Mentha	Mentha_pulegium	rbcL	9	0.276927590166726	0.0521641428320965	Mentha_pulegium_rbcLtxt
Mentha	Mentha_spicata	rbcL	19	0.0175813626934241	0.0013847408267531	Mentha_spicata_rbcLtxt
Mentha	Mentha_suaveolens	rbcL	14	0.0245194895232369	0.000287026406429392	Mentha_suaveolens_rbcLtxt
Mercurialis	Mercurialis_annua	matK	15	0.0309350255493939	0.0142024899585218	Mercurialis_annua_matKtxt
Mercurialis	Mercurialis_corsica	matK	5	0.00225394440270473	0.00131480090157776	Mercurialis_corsica_matKtxt
Mertensia	Mertensia_maritima	matK	7	0.00329622558025938	0.00139275766016713	Mertensia_maritima_matKtxt
Mesembryanthemum	Mesembryanthemum_nodiflorum	rbcL	8	0.00350122157653179	0.000686345756768292	Mesembryanthemum_nodiflorum_rbcLtxt
Mespilus	Mespilus_germanica	rbcL	13	0.0033335342495111	0	Mespilus_germanica_rbcLtxt
Micranthes	Micranthes_foliolosa	matK	6	0.00103292576054751	0.00051349235776377	Micranthes_foliolosa_matKtxt
Micranthes	Micranthes_hieraciifolia	rbcL	8	0.00106411279595637	0.0010351966873706	Micranthes_hieraciifolia_rbcLtxt
Micranthes	Micranthes_nelsoniana	rbcL	8	0.00838266692546584	0.0036231884057971	Micranthes_nelsoniana_rbcLtxt
Micranthes	Micranthes_nivalis	rbcL	24	0.00193737028725711	0.000159131436451669	Micranthes_nivalis_rbcLtxt
Micranthes	Micranthes_stellaris	matK	10	0.00169829145643928	0.000128155837498398	Micranthes_stellaris_matKtxt
Misopates	Misopates_orontium	rbcL	6	0.0190719227176517	0.00519776216497528	Misopates_orontium_rbcLtxt
