Genus	Species	Marker	Sequence_Count
Quercus	petraea	5.8SrRNA.txt	65
Quercus	petraea	ITS.txt	65
Quercus	petraea	ITS1.txt	59
Quercus	petraea	ITS2.txt	65
Quercus	petraea	matK.txt	83
Quercus	petraea	petD.txt	4
Quercus	petraea	psbA-trnH.txt	13
Quercus	petraea	rbcL.txt	11
Quercus	petraea	trnK.txt	70
Quercus	petraea	trnL-trnF.txt	46
Quercus	petraea	ycf1.txt	4
Quercus	pubescens	18SrRNA.txt	41
Quercus	pubescens	5.8SrRNA.txt	47
Quercus	pubescens	ITS.txt	47
Quercus	pubescens	ITS1.txt	41
Quercus	pubescens	ITS2.txt	47
Quercus	pubescens	matK.txt	17
Quercus	pubescens	psbA-trnH.txt	14
Quercus	pubescens	rbcL.txt	4
Quercus	pubescens	trnK.txt	9
Quercus	pubescens	trnL-trnF.txt	65
Quercus	pyrenaica	18SrRNA.txt	33
Quercus	pyrenaica	5.8SrRNA.txt	34
Quercus	pyrenaica	ITS.txt	34
Quercus	pyrenaica	ITS1.txt	33
Quercus	pyrenaica	ITS2.txt	34
Quercus	robur	18SrRNA.txt	15
Quercus	robur	5.8SrRNA.txt	20
Quercus	robur	ETS.txt	4
Quercus	robur	ITS.txt	20
Quercus	robur	ITS1.txt	15
Quercus	robur	ITS2.txt	20
Quercus	robur	matK.txt	34
Quercus	robur	psbA-trnH.txt	17
Quercus	robur	rbcL.txt	24
Quercus	robur	trnK.txt	20
Quercus	robur	trnL-trnF.txt	29
Quercus	suber	18SrRNA.txt	41
Quercus	suber	5.8SrRNA.txt	45
Quercus	suber	Adh.txt	69
Quercus	suber	COI.txt	91
Quercus	suber	ITS.txt	45
Quercus	suber	ITS1.txt	40
Quercus	suber	ITS2.txt	45
Quercus	suber	WGS.txt	28919
Quercus	suber	atp1.txt	4
Quercus	suber	cob.txt	18
Quercus	suber	cox1.txt	6
Quercus	suber	matK.txt	13
Quercus	suber	nad1.txt	6
Quercus	suber	psbA-trnH.txt	10
Quercus	suber	rbcL.txt	6
Quercus	suber	trnK.txt	5
Quercus	trojana	18SrRNA.txt	14
Quercus	trojana	5.8SrRNA.txt	18
Quercus	trojana	ITS.txt	18
Quercus	trojana	ITS1.txt	14
Quercus	trojana	ITS2.txt	18
Quercus	trojana	matK.txt	7
Quercus	trojana	psbA-trnH.txt	6
Quercus	trojana	trnK.txt	4
Quercus	trojana	trnL-trnF.txt	10
Ranunculus	aconitifolius	rpl20-rps12.txt	5
Ranunculus	acris	matK.txt	11
Ranunculus	acris	rbcL.txt	26
Ranunculus	acris	trnK.txt	8
Ranunculus	aquatilis	matK.txt	6
Ranunculus	aquatilis	rbcL.txt	9
Ranunculus	arcticus	matK.txt	9
Ranunculus	arcticus	rbcL.txt	19
Ranunculus	auricomus	rbcL.txt	6
Ranunculus	bulbosus	rbcL.txt	14
Ranunculus	flammula	rbcL.txt	8
Ranunculus	glacialis	matK.txt	7
Ranunculus	glacialis	rbcL.txt	4
Ranunculus	glacialis	trnK.txt	7
Ranunculus	hungaricus	matK.txt	5
Ranunculus	hungaricus	trnK.txt	5
Ranunculus	hyperboreus	matK.txt	7
Ranunculus	hyperboreus	rbcL.txt	11
Ranunculus	kuepferi	rpl20-rps12.txt	109
Ranunculus	lapponicus	rbcL.txt	4
Ranunculus	lingua	rbcL.txt	5
Ranunculus	nivalis	rbcL.txt	13
Ranunculus	parviflorus	rbcL.txt	6
Ranunculus	peltatus	rps16.txt	5
Ranunculus	peltatus	trnK.txt	5
Ranunculus	penicillatus	matK.txt	20
Ranunculus	penicillatus	rps16.txt	4
Ranunculus	penicillatus	trnK.txt	4
Ranunculus	platanifolius	rpl20-rps12.txt	7
Ranunculus	pygmaeus	matK.txt	5
Ranunculus	pygmaeus	rbcL.txt	10
Ranunculus	repens	matK.txt	5
Ranunculus	repens	rbcL.txt	18
Ranunculus	sardous	rbcL.txt	5
Ranunculus	sceleratus	matK.txt	7
Ranunculus	sceleratus	rbcL.txt	10
Ranunculus	sulphureus	rbcL.txt	9
Ranunculus	trichophyllus	rps16.txt	4
Ranunculus	trichophyllus	trnK.txt	4
Raphanus	raphanistrum	WGS.txt	27
Raphanus	raphanistrum	matK.txt	19
Raphanus	raphanistrum	rbcL.txt	9
Rapistrum	rugosum	rbcL.txt	4
Reichardia	tingitana	rbcL.txt	4
Reseda	alba	rbcL.txt	4
Reseda	glauca	rbcL.txt	4
Reseda	glauca	rps16.txt	7
Reseda	glauca	trnL-trnF.txt	7
Reseda	gredensis	rps16.txt	5
Reseda	gredensis	trnL-trnF.txt	4
Reseda	lutea	matK.txt	4
Reseda	lutea	rbcL.txt	5
Reseda	luteola	matK.txt	4
Reseda	luteola	rbcL.txt	6
Reseda	virgata	rps16.txt	9
Reseda	virgata	trnL-trnF.txt	8
Rhamnus	cathartica	matK.txt	14
Rhamnus	cathartica	rbcL.txt	20
Rhaponticoides	alpina	COI.txt	15
Rhaponticoides	linaresii	COI.txt	13
Rhaponticoides	ruthenica	COI.txt	6
Rheum	rhaponticum	ndhF.txt	4
Rhinanthus	minor	matK.txt	4
Rhinanthus	minor	rbcL.txt	7
Rhodanthemum	arundanum	psbA-trnH.txt	4
Rhodanthemum	arundanum	rps16.txt	4
Rhodanthemum	arundanum	trnL-trnF.txt	4
Rhodiola	quadrifida	matK.txt	5
Rhodiola	quadrifida	psbA-trnH.txt	4
Rhodiola	quadrifida	rbcL.txt	7
Rhodiola	quadrifida	trnL-trnF.txt	4
Rhodiola	rosea	matK.txt	51
Rhodiola	rosea	psbA-trnH.txt	47
Rhodiola	rosea	psbB.txt	33
Rhodiola	rosea	rbcL.txt	17
Rhodiola	rosea	rpl16.txt	7
Rhodiola	rosea	rps16.txt	8
Rhodiola	rosea	trnL-trnF.txt	43
Rhodiola	rosea	trnS-trnG.txt	13
Rhododendron	ferrugineum	rpl20-rps12.txt	5
Rhododendron	ferrugineum	trnL-trnF.txt	4
Rhododendron	lapponicum	matK.txt	10
Rhododendron	lapponicum	rbcL.txt	16
Rhynchospora	fusca	rbcL.txt	5
Ribes	nigrum	rbcL.txt	6
Ribes	orientale	rbcL.txt	5
Ribes	rubrum	ETS.txt	8
Ribes	rubrum	matK.txt	6
Ribes	rubrum	rbcL.txt	5
Ricotia	cretica	rps16.txt	6
Ricotia	cretica	trnL-trnF.txt	6
Rohrbachia	minima	matK.txt	5
Rohrbachia	minima	rbcL.txt	7
Rorippa	islandica	matK.txt	5
Rorippa	islandica	rbcL.txt	4
Rorippa	palustris	matK.txt	10
Rorippa	palustris	rbcL.txt	18
Rorippa	sylvestris	rbcL.txt	6
Rosa	acicularis	matK.txt	6
Rosa	acicularis	rbcL.txt	9
Rosa	arvensis	Adh.txt	8
Rosa	arvensis	ndhF.txt	4
Rosa	arvensis	ndhJ.txt	4
Rosa	arvensis	petA-psbJ.txt	4
Rosa	arvensis	trnL-trnF.txt	4
Rosa	caesia	matK.txt	4
Rosa	caesia	rbcL.txt	6
Rosa	canina	ITS.txt	6
Rosa	canina	ITS1.txt	5
Rosa	canina	LEAFY.txt	4
Rosa	canina	matK.txt	8
Rosa	canina	rbcL.txt	14
Rosa	dumalis	ITS.txt	4
Rosa	dumalis	ITS1.txt	4
Rosa	micrantha	rbcL.txt	4
Rosa	mollis	atpB-rbcL.txt	4
Rosa	mollis	rbcL.txt	6
Rosa	pendulina	trnL-trnF.txt	4
Rosa	rubiginosa	matK.txt	4
Rosa	rubiginosa	rbcL.txt	13
Rosa	sempervirens	Adh.txt	4
Rosa	sherardii	matK.txt	4
Rosa	sherardii	rbcL.txt	7
Rosa	spinosissima	matK.txt	4
Rosa	spinosissima	rbcL.txt	8
Rosa	tomentosa	rbcL.txt	4
Rosa	villosa	atpB-rbcL.txt	4
Rosa	villosa	rbcL.txt	4
Rosa	woodsii	rbcL.txt	6
Rostraria	pumila	rbcL.txt	4
Rubia	cordifolia	matK.txt	4
Rubia	cordifolia	rbcL.txt	6
Rubia	peregrina	matK.txt	4
Rubia	peregrina	rbcL.txt	6
Rubus	armeniacus	matK.txt	7
Rubus	armeniacus	trnL-trnF.txt	6
Rubus	caesius	matK.txt	7
Rubus	caesius	rbcL.txt	6
Rubus	chamaemorus	matK.txt	12
Rubus	chamaemorus	rbcL.txt	12
Rubus	idaeus	5.8SrRNA.txt	4
Rubus	idaeus	COI.txt	5
Rubus	idaeus	ITS.txt	4
Rubus	idaeus	ITS1.txt	4
Rubus	idaeus	ITS2.txt	4
Rubus	idaeus	WGS.txt	14
Rubus	idaeus	matK.txt	19
Rubus	idaeus	rbcL.txt	29
Rubus	idaeus	rpl20-rps12.txt	5
Rubus	idaeus	trnL-trnF.txt	9
Rubus	plicatus	matK.txt	4
Rubus	plicatus	rbcL.txt	4
Rubus	saxatilis	rbcL.txt	4
Rubus	scissoides	matK.txt	4
Rubus	scissoides	trnL-trnF.txt	4
Rubus	ulmifolius	matK.txt	26
Rubus	ulmifolius	trnL-trnF.txt	23
Rumex	acetosa	matK.txt	5
Rumex	acetosa	rbcL.txt	19
Rumex	acetosella	matK.txt	11
Rumex	acetosella	rbcL.txt	18
Rumex	alpinus	rbcL.txt	7
Rumex	arcticus	rbcL.txt	7
Rumex	conglomeratus	matK.txt	4
Rumex	conglomeratus	rbcL.txt	8
Rumex	crispus	matK.txt	15
Rumex	crispus	rbcL.txt	27
Rumex	dentatus	rbcL.txt	5
Rumex	hydrolapathum	rbcL.txt	5
Rumex	lapponicus	rbcL.txt	7
Rumex	longifolius	rbcL.txt	7
Rumex	maritimus	rbcL.txt	6
Rumex	nepalensis	18SrRNA.txt	4
Rumex	nepalensis	28SrRNA.txt	4
Rumex	nepalensis	5.8SrRNA.txt	4
Rumex	nepalensis	ITS.txt	4
Rumex	nepalensis	ITS1.txt	4
Rumex	nepalensis	ITS2.txt	4
Rumex	nepalensis	matK.txt	5
Rumex	nepalensis	rbcL.txt	9
Rumex	obtusifolius	matK.txt	17
Rumex	obtusifolius	psbA-trnH.txt	8
Rumex	obtusifolius	rbcL.txt	18
Rumex	patientia	rbcL.txt	5
Rumex	pulcher	rbcL.txt	5
Rumex	sanguineus	rbcL.txt	7
Rumex	stenophyllus	rbcL.txt	4
Ruppia	cirrhosa	ITS.txt	5
Ruppia	cirrhosa	psbA-trnH.txt	22
Ruppia	cirrhosa	rbcL.txt	12
Ruppia	drepanensis	psbA-trnH.txt	5
Ruppia	maritima	18SrRNA.txt	16
Ruppia	maritima	28SrRNA.txt	16
Ruppia	maritima	5.8SrRNA.txt	16
Ruppia	maritima	ITS.txt	16
Ruppia	maritima	ITS1.txt	16
Ruppia	maritima	ITS2.txt	16
Ruppia	maritima	matK.txt	12
Ruppia	maritima	psbA-trnH.txt	43
Ruppia	maritima	rbcL.txt	32
Ruppia	maritima	rpoB.txt	7
Ruppia	maritima	rpoC1.txt	8
Ruscus	aculeatus	matK.txt	6
Ruscus	aculeatus	rbcL.txt	9
Ruta	chalepensis	matK.txt	7
Ruta	chalepensis	rpl16.txt	6
Ruta	chalepensis	trnL-trnF.txt	6
Ruta	corsica	matK.txt	5
Ruta	corsica	rpl16.txt	5
Ruta	corsica	trnL-trnF.txt	5
Sabulina	rossii	rbcL.txt	5
Sabulina	rubella	matK.txt	18
Sabulina	rubella	rbcL.txt	20
Sabulina	tenuifolia	rbcL.txt	4
Sabulina	tenuifolia	rps16.txt	4
Sabulina	verna	rbcL.txt	8
Saccharum	spontaneum	18SrRNA.txt	7
Saccharum	spontaneum	28SrRNA.txt	8
Saccharum	spontaneum	5.8SrRNA.txt	8
Saccharum	spontaneum	ITS.txt	8
Saccharum	spontaneum	ITS1.txt	7
Saccharum	spontaneum	ITS2.txt	8
Saccharum	spontaneum	WGS.txt	72
Sagina	apetala	atpB-rbcL.txt	13
Sagina	apetala	matK.txt	7
Sagina	apetala	rbcL.txt	27
Sagina	apetala	rps16.txt	12
Sagina	maritima	atpB-rbcL.txt	14
Sagina	maritima	rbcL.txt	17
Sagina	maritima	rps16.txt	14
Sagina	micropetala	atpB-rbcL.txt	34
Sagina	micropetala	rbcL.txt	34
Sagina	micropetala	rps16.txt	35
Sagina	nivalis	matK.txt	5
Sagina	nivalis	rbcL.txt	9
Sagina	procumbens	atpB-rbcL.txt	8
Sagina	procumbens	matK.txt	7
Sagina	procumbens	psbA-trnH.txt	4
Sagina	procumbens	rbcL.txt	21
Sagina	procumbens	rps16.txt	6
Sagina	saginoides	atpB-rbcL.txt	4
Sagina	saginoides	matK.txt	6
Sagina	saginoides	rbcL.txt	14
Sagina	saginoides	rps16.txt	5
Sagittaria	natans	5.8SrRNA.txt	9
Sagittaria	natans	ITS.txt	9
Sagittaria	natans	ITS1.txt	9
Sagittaria	natans	ITS2.txt	9
Sagittaria	trifolia	5.8SrRNA.txt	4
Sagittaria	trifolia	ITS.txt	4
Sagittaria	trifolia	ITS1.txt	4
Sagittaria	trifolia	ITS2.txt	4
Sagittaria	trifolia	matK.txt	8
Sagittaria	trifolia	rbcL.txt	14
Salicornia	europaea	5.8SrRNA.txt	12
Salicornia	europaea	ITS.txt	12
Salicornia	europaea	ITS1.txt	12
Salicornia	europaea	ITS2.txt	12
Salicornia	europaea	atpB-rbcL.txt	11
Salicornia	europaea	matK.txt	12
Salicornia	europaea	rbcL.txt	19
Salicornia	europaea	trnL-trnF.txt	19
Salicornia	fruticosa	matK.txt	7
Salicornia	fruticosa	rbcL.txt	8
Salicornia	perennans	rbcL.txt	4
Salicornia	perennis	matK.txt	6
Salicornia	perennis	rbcL.txt	7
Salicornia	procumbens	psbA-trnH.txt	13
Salicornia	procumbens	rbcL.txt	6
Salix	alba	5.8SrRNA.txt	5
Salix	alba	ITS.txt	5
Salix	alba	ITS1.txt	5
Salix	alba	atpB-rbcL.txt	10
Salix	alba	matK.txt	8
Salix	alba	rbcL.txt	20
Salix	arbuscula	rbcL.txt	4
Salix	arctica	matK.txt	25
Salix	arctica	rbcL.txt	25
Salix	aurita	rbcL.txt	5
Salix	bebbiana	matK.txt	14
Salix	bebbiana	rbcL.txt	16
Salix	caprea	5.8SrRNA.txt	4
Salix	caprea	ITS.txt	4
Salix	caprea	ITS1.txt	4
Salix	caprea	ITS2.txt	4
Salix	caprea	matK.txt	12
Salix	caprea	rbcL-atpB.txt	9
Salix	caprea	rbcL.txt	29
Salix	caprea	trnL-trnF.txt	9
Salix	cinerea	rbcL.txt	12
Salix	glauca	matK.txt	20
Salix	glauca	rbcL.txt	22
Salix	hastata	matK.txt	6
Salix	hastata	rbcL.txt	7
Salix	herbacea	matK.txt	7
Salix	herbacea	rbcL.txt	14
Salix	lanata	matK.txt	9
Salix	lanata	rbcL.txt	9
Salix	pentandra	matK.txt	4
Salix	pentandra	rbcL.txt	4
Salix	polaris	matK.txt	8
Salix	polaris	rbcL.txt	10
Salix	pulchra	matK.txt	5
Salix	purpurea	WGS.txt	192
Salix	purpurea	matK.txt	14
Salix	purpurea	rbcL.txt	16
Salix	repens	rbcL.txt	4
Salix	reticulata	matK.txt	24
Salix	reticulata	rbcL.txt	25
Salix	triandra	atpB-rbcL.txt	47
Salix	triandra	matK.txt	5
Salix	triandra	rbcL.txt	56
Salix	viminalis	WGS.txt	214
Salix	viminalis	atpB-rbcL.txt	9
Salix	viminalis	matK.txt	4
Salix	viminalis	rbcL.txt	14
Salix	vinogradovii	atpB-rbcL.txt	24
Salix	vinogradovii	rbcL.txt	24
Salsola	collina	rbcL.txt	11
Salsola	tragus	rbcL.txt	7
Salvia	aethiopis	matK.txt	4
Salvia	aethiopis	psbA-trnH.txt	5
Salvia	aethiopis	rbcL.txt	6
Salvia	brachyodon	rps16.txt	9
Salvia	brachyodon	trnK.txt	9
Salvia	fruticosa	psbA-trnH.txt	21
Salvia	glutinosa	Adh.txt	4
Salvia	glutinosa	matK.txt	4
Salvia	glutinosa	psbA-trnH.txt	4
Salvia	glutinosa	rbcL.txt	4
Salvia	glutinosa	ycf1.txt	9
Salvia	nemorosa	rbcL.txt	5
Salvia	nemorosa	rpl16.txt	64
Salvia	nemorosa	ycf1.txt	5
Salvia	officinalis	matK.txt	5
Salvia	officinalis	psbA-trnH.txt	6
Salvia	officinalis	rbcL.txt	12
Salvia	officinalis	rps16.txt	305
Salvia	officinalis	trnK.txt	305
Salvia	officinalis	ycf1.txt	4
Salvia	pomifera	psbA-trnH.txt	8
Salvia	pratensis	rbcL.txt	6
Salvia	rosmarinus	matK.txt	12
Salvia	rosmarinus	psbA-trnH.txt	6
Salvia	rosmarinus	rbcL.txt	13
Sambucus	ebulus	matK.txt	6
Sambucus	ebulus	rbcL.txt	10
Sambucus	nigra	matK.txt	20
Sambucus	nigra	psbA-trnH.txt	5
Sambucus	nigra	rbcL.txt	41
Sambucus	racemosa	matK.txt	31
Sambucus	racemosa	rbcL.txt	35
Samolus	valerandi	matK.txt	4
Samolus	valerandi	rbcL.txt	4
Sanguisorba	minor	matK.txt	7
Sanguisorba	minor	rbcL.txt	11
Sanguisorba	officinalis	matK.txt	8
Sanguisorba	officinalis	rbcL.txt	13
Sanicula	europaea	matK.txt	4
Sanicula	europaea	rbcL.txt	5
Santolina	benthamiana	5.8SrRNA.txt	6
Santolina	benthamiana	ITS.txt	6
Santolina	benthamiana	ITS1.txt	6
Santolina	benthamiana	ITS2.txt	6
Santolina	benthamiana	psbA-trnH.txt	6
Santolina	benthamiana	psbM-trnD.txt	6
Santolina	benthamiana	rps16.txt	6
Santolina	benthamiana	trnL-trnF.txt	6
Santolina	benthamiana	trnS-trnG.txt	6
Santolina	benthamiana	ycf1.txt	6
Santolina	decumbens	5.8SrRNA.txt	9
Santolina	decumbens	ITS.txt	9
Santolina	decumbens	ITS1.txt	9
Santolina	decumbens	ITS2.txt	9
Santolina	decumbens	psbA-trnH.txt	9
Santolina	decumbens	psbM-trnD.txt	9
Santolina	decumbens	rps16.txt	9
Santolina	decumbens	trnL-trnF.txt	9
Santolina	decumbens	trnS-trnG.txt	9
Santolina	decumbens	ycf1.txt	9
Santolina	ericoides	5.8SrRNA.txt	9
Santolina	ericoides	COI.txt	63
Santolina	ericoides	ITS.txt	9
Santolina	ericoides	ITS1.txt	9
Santolina	ericoides	ITS2.txt	9
Santolina	ericoides	psbA-trnH.txt	9
Santolina	ericoides	psbM-trnD.txt	9
Santolina	ericoides	rps16.txt	9
Santolina	ericoides	trnL-trnF.txt	9
Santolina	ericoides	trnS-trnG.txt	9
Santolina	ericoides	ycf1.txt	9
Santolina	villosa	5.8SrRNA.txt	6
Santolina	villosa	ITS.txt	6
Santolina	villosa	ITS1.txt	6
Santolina	villosa	ITS2.txt	6
Santolina	villosa	psbA-trnH.txt	6
Santolina	villosa	psbM-trnD.txt	6
Santolina	villosa	rps16.txt	6
Santolina	villosa	trnL-trnF.txt	6
Santolina	villosa	trnS-trnG.txt	6
Santolina	villosa	ycf1.txt	6
Saponaria	officinalis	matK.txt	14
Saponaria	officinalis	psbA-trnH.txt	5
Saponaria	officinalis	rbcL.txt	19
Sarcocapnos	baetica	ITS.txt	4
Saussurea	alpina	matK.txt	4
Saxifraga	aizoides	matK.txt	6
Saxifraga	aizoides	rbcL.txt	15
Saxifraga	biflora	psbA-trnH.txt	14
Saxifraga	biflora	trnL-trnF.txt	14
Saxifraga	cernua	matK.txt	13
Saxifraga	cernua	rbcL.txt	21
Saxifraga	cespitosa	matK.txt	31
Saxifraga	cespitosa	rbcL.txt	34
Saxifraga	cuneifolia	psbA-trnH.txt	17
Saxifraga	flagellaris	rbcL.txt	6
Saxifraga	hariotii	ndhF.txt	5
Saxifraga	hyperborea	matK.txt	4
Saxifraga	hyperborea	rbcL.txt	15
Saxifraga	hypnoides	matK.txt	22
Saxifraga	hypnoides	rbcL.txt	12
Saxifraga	moschata	ndhF.txt	30
Saxifraga	oppositifolia	matK.txt	11
Saxifraga	oppositifolia	psbA-trnH.txt	156
Saxifraga	oppositifolia	rbcL.txt	28
Saxifraga	oppositifolia	trnL-trnF.txt	153
Saxifraga	pubescens	ndhF.txt	72
Saxifraga	retusa	psbA-trnH.txt	23
Saxifraga	retusa	trnL-trnF.txt	23
Saxifraga	rivularis	matK.txt	5
Saxifraga	rivularis	rbcL.txt	8
Saxifraga	styriaca	5.8SrRNA.txt	4
Saxifraga	styriaca	ITS.txt	4
Saxifraga	styriaca	ITS1.txt	4
Saxifraga	styriaca	ITS2.txt	4
Saxifraga	tridactylites	rbcL.txt	4
Saxifraga	wahlenbergii	5.8SrRNA.txt	9
Saxifraga	wahlenbergii	ITS.txt	22
Saxifraga	wahlenbergii	ITS1.txt	9
Saxifraga	wahlenbergii	ITS2.txt	9
Saxifraga	wahlenbergii	rps16.txt	22
Saxifraga	wahlenbergii	trnK.txt	22
Scabiosa	columbaria	matK.txt	4
Scabiosa	columbaria	rbcL.txt	4
Scandix	pecten-veneris	rbcL.txt	6
Scandix	pecten-veneris	trnL-trnF.txt	4
Scandosorbus	intermedia	rbcL.txt	10
Schismus	arabicus	matK.txt	11
Schismus	arabicus	rbcL.txt	14
Schismus	barbatus	rbcL.txt	6
Schizachne	purpurascens	matK.txt	8
Schizachne	purpurascens	rbcL.txt	19
Schoenoplectus	tabernaemontani	matK.txt	5
Schoenoplectus	tabernaemontani	rbcL.txt	17
Schoenoplectus	triqueter	28SrRNA.txt	4
Schoenoplectus	triqueter	5.8SrRNA.txt	5
Schoenoplectus	triqueter	ITS.txt	5
Schoenoplectus	triqueter	ITS2.txt	5
Schoenoplectus	triqueter	matK.txt	6
Schoenoplectus	triqueter	rbcL.txt	15
Schoenus	ferrugineus	matK.txt	7
Schoenus	ferrugineus	psbA-trnH.txt	4
Schoenus	ferrugineus	rbcL.txt	8
Schrenkiella	parvula	WGS.txt	20
Scilla	litardierei	WGS.txt	13
Scilla	siberica	rbcL.txt	5
Scilla	verna	rbcL.txt	6
Scirpus	sylvaticus	matK.txt	5
Scirpus	sylvaticus	rbcL.txt	5
Scleranthus	annuus	matK.txt	4
Scleranthus	annuus	rbcL.txt	7
Scleranthus	perennis	rbcL.txt	4
Scorzonera	laciniata	matK.txt	4
Scorzoneroides	autumnalis	matK.txt	11
Scorzoneroides	autumnalis	rbcL.txt	9
Scrophularia	arguta	psbA-trnH.txt	66
Scrophularia	arguta	rps16.txt	5
Scrophularia	auriculata	rbcL.txt	5
Scrophularia	auriculata	rps16.txt	9
Scrophularia	canina	rps16.txt	6
Scrophularia	canina	trnL-trnF.txt	4
Scrophularia	heterophylla	rps16.txt	4
Scrophularia	nodosa	matK.txt	5
Scrophularia	nodosa	psbA-trnH.txt	4
Scrophularia	nodosa	rbcL.txt	5
Scrophularia	nodosa	rps16.txt	4
Scutellaria	minor	matK.txt	5
Scutellaria	minor	rbcL.txt	4
Scutellaria	orientalis	matK.txt	8
Scutellaria	orientalis	rpl16.txt	8
Scutellaria	orientalis	rps16.txt	8
Scutellaria	orientalis	trnK.txt	8
Secale	strictum	Adh.txt	6
Secale	strictum	nad4.txt	10
Secale	strictum	trnL-trnF.txt	10
Secale	sylvestre	matK.txt	5
Secale	sylvestre	nad4.txt	4
Secale	sylvestre	trnL-trnF.txt	4
Securigera	varia	matK.txt	9
Securigera	varia	rbcL.txt	7
Sedum	album	rbcL.txt	5
Sedum	caeruleum	ITS.txt	5
Sedum	caeruleum	psbA-trnH.txt	6
Sedum	caeruleum	rps16.txt	5
Sedum	caeruleum	trnL-trnF.txt	5
Sedum	dasyphyllum	5.8SrRNA.txt	4
Sedum	dasyphyllum	ITS.txt	4
Sedum	dasyphyllum	ITS1.txt	4
Sedum	dasyphyllum	ITS2.txt	4
Sedum	hispanicum	rbcL.txt	4
Sedum	sexangulare	matK.txt	5
Sedum	villosum	matK.txt	4
Sedum	villosum	rbcL.txt	4
Selaginella	selaginoides	rbcL.txt	5
Sempervivum	arachnoideum	rps16.txt	22
Sempervivum	calcareum	rps16.txt	4
Sempervivum	ciliosum	rps16.txt	5
Sempervivum	grandiflorum	rps16.txt	5
Sempervivum	kosaninii	rps16.txt	4
Sempervivum	marmoreum	rps16.txt	21
Sempervivum	minutum	rps16.txt	6
Sempervivum	montanum	rps16.txt	26
Sempervivum	pittonii	rps16.txt	6
Sempervivum	ruthenicum	rps16.txt	4
Sempervivum	tectorum	rps16.txt	44
Sempervivum	wulfenii	rps16.txt	5
Senecio	doria	psbA-trnH.txt	15
Senecio	doria	rbcL.txt	15
Senecio	doria	trnK.txt	4
Senecio	doronicum	matK.txt	11
Senecio	doronicum	trnK.txt	22
Senecio	eriopus	trnK.txt	6
Senecio	fontanicola	psbA-trnH.txt	35
Senecio	fontanicola	rbcL.txt	21
Senecio	glaucus	matK.txt	6
Senecio	glaucus	psbA-trnH.txt	5
Senecio	glaucus	rbcL.txt	5
Senecio	glaucus	trnK.txt	10
Senecio	glaucus	trnL-trnF.txt	5
Senecio	lagascanus	trnK.txt	6
Senecio	leucanthemifolius	5.8SrRNA.txt	5
Senecio	leucanthemifolius	ITS.txt	5
Senecio	leucanthemifolius	ITS1.txt	5
Senecio	leucanthemifolius	ITS2.txt	5
Senecio	lopezii	trnK.txt	6
Senecio	nemorensis	matK.txt	5
Senecio	nemorensis	rbcL.txt	5
Senecio	nemorensis	trnK.txt	4
Senecio	provincialis	matK.txt	5
Senecio	provincialis	trnK.txt	10
Senecio	pyrenaicus	trnK.txt	4
Senecio	scopolii	trnK.txt	6
Senecio	sylvaticus	rbcL.txt	5
Senecio	vernalis	matK.txt	6
Senecio	vulgaris	matK.txt	12
Senecio	vulgaris	rbcL.txt	13
Serratula	coronata	rbcL.txt	4
Serratula	tinctoria	ITS.txt	4
Sesleria	achtarovii	ndhF.txt	5
Sesleria	alba	ndhF.txt	4
Sesleria	angustifolia	ndhF.txt	5
Sesleria	argentea	ndhF.txt	8
Sesleria	autumnalis	ndhF.txt	13
Sesleria	caerulea	ndhF.txt	18
Sesleria	calabrica	ndhF.txt	4
Sesleria	coerulans	ndhF.txt	5
Sesleria	comosa	ndhF.txt	5
Sesleria	filifolia	ndhF.txt	7
Sesleria	heufleriana	ndhF.txt	6
Sesleria	insularis	ndhF.txt	5
Sesleria	italica	ndhF.txt	5
Sesleria	juncifolia	ndhF.txt	19
Sesleria	korabensis	ndhF.txt	5
Sesleria	latifolia	ndhF.txt	12
Sesleria	nitida	ndhF.txt	14
Sesleria	ovata	ndhF.txt	5
Sesleria	pichiana	ndhF.txt	5
Sesleria	rigida	ndhF.txt	5
Sesleria	robusta	ndhF.txt	20
Sesleria	sadlerana	ndhF.txt	4
Sesleria	sadleriana	ndhF.txt	6
Sesleria	serbica	ndhF.txt	6
Sesleria	skipetarum	ndhF.txt	4
Sesleria	tenerrima	ndhF.txt	6
Sesleria	uliginosa	ndhF.txt	12
Sesleria	vaginalis	ndhF.txt	5
Sesleria	wettsteinii	ndhF.txt	6
Sesleriella	sphaerocephala	ndhF.txt	7
Setaria	adhaerens	Adh.txt	4
Setaria	pumila	matK.txt	12
Setaria	pumila	psbA-trnH.txt	4
Setaria	pumila	rbcL.txt	16
Setaria	verticillata	matK.txt	7
Setaria	verticillata	rbcL.txt	14
Sherardia	arvensis	matK.txt	5
Sherardia	arvensis	rbcL.txt	11
Sibbaldia	procumbens	Adh.txt	4
Sibbaldia	procumbens	matK.txt	8
Sibbaldia	procumbens	ndhF.txt	4
Sibbaldia	procumbens	rbcL.txt	12
Sibbaldia	procumbens	trnL-trnF.txt	18
Sibirotrisetum	sibiricum	matK.txt	6
Sibirotrisetum	sibiricum	rbcL.txt	5
Sibthorpia	europaea	rbcL.txt	4
Sideritis	euboea	psbA-trnH.txt	8
Sideritis	raeseri	psbA-trnH.txt	27
Sideritis	raeseri	rbcL.txt	12
Sideritis	scardica	psbA-trnH.txt	9
Sideritis	scardica	rbcL.txt	4
Silene	acaulis	matK.txt	11
