Genus	Species	Marker	Sequence_Count
Cerastium	banaticum	trnL-trnF.txt	9
Cerastium	candidissimum	Adh.txt	5
Cerastium	candidissimum	ndhJ.txt	5
Cerastium	candidissimum	trnL-trnF.txt	5
Cerastium	carinthiacum	Adh.txt	9
Cerastium	carinthiacum	ndhJ.txt	9
Cerastium	carinthiacum	trnL-trnF.txt	9
Cerastium	davuricum	Adh.txt	5
Cerastium	davuricum	ndhJ.txt	5
Cerastium	davuricum	trnL-trnF.txt	5
Cerastium	decalvans	Adh.txt	23
Cerastium	decalvans	ndhJ.txt	23
Cerastium	decalvans	trnL-trnF.txt	23
Cerastium	diffusum	rbcL.txt	4
Cerastium	dinaricum	Adh.txt	21
Cerastium	dinaricum	ndhJ.txt	21
Cerastium	dinaricum	trnL-trnF.txt	21
Cerastium	eriophorum	Adh.txt	7
Cerastium	eriophorum	ndhJ.txt	7
Cerastium	eriophorum	trnL-trnF.txt	7
Cerastium	fontanum	matK.txt	26
Cerastium	fontanum	psbA-trnH.txt	12
Cerastium	fontanum	rbcL.txt	34
Cerastium	fontanum	rps16.txt	4
Cerastium	fontanum	trnL-trnF.txt	5
Cerastium	glomeratum	matK.txt	9
Cerastium	glomeratum	psbA-trnH.txt	4
Cerastium	glomeratum	rbcL.txt	17
Cerastium	grandiflorum	Adh.txt	9
Cerastium	grandiflorum	ndhJ.txt	9
Cerastium	grandiflorum	trnL-trnF.txt	9
Cerastium	illyricum	Adh.txt	4
Cerastium	illyricum	ndhJ.txt	4
Cerastium	illyricum	trnL-trnF.txt	4
Cerastium	latifolium	Adh.txt	4
Cerastium	latifolium	ndhJ.txt	4
Cerastium	latifolium	trnL-trnF.txt	4
Cerastium	pedunculatum	Adh.txt	4
Cerastium	pedunculatum	ndhJ.txt	4
Cerastium	pedunculatum	trnL-trnF.txt	4
Cerastium	pumilum	Adh.txt	4
Cerastium	pumilum	ndhJ.txt	4
Cerastium	pumilum	rbcL.txt	4
Cerastium	pumilum	trnL-trnF.txt	4
Cerastium	regelii	matK.txt	8
Cerastium	regelii	rbcL.txt	8
Cerastium	subtriflorum	Adh.txt	13
Cerastium	subtriflorum	ndhJ.txt	13
Cerastium	subtriflorum	trnL-trnF.txt	13
Cerastium	sylvaticum	Adh.txt	6
Cerastium	sylvaticum	ndhJ.txt	6
Cerastium	sylvaticum	trnL-trnF.txt	6
Cerastium	tomentosum	Adh.txt	7
Cerastium	tomentosum	ndhJ.txt	7
Cerastium	tomentosum	trnL-trnF.txt	7
Cerastium	uniflorum	Adh.txt	5
Cerastium	uniflorum	ndhJ.txt	5
Cerastium	uniflorum	trnL-trnF.txt	5
Ceratocapnos	claviculata	matK.txt	4
Ceratocarpus	arenarius	18SrRNA.txt	4
Ceratocarpus	arenarius	28SrRNA.txt	4
Ceratocarpus	arenarius	5.8SrRNA.txt	4
Ceratocarpus	arenarius	ETS.txt	4
Ceratocarpus	arenarius	ITS.txt	4
Ceratocarpus	arenarius	ITS1.txt	4
Ceratocarpus	arenarius	ITS2.txt	4
Ceratocarpus	arenarius	matK.txt	11
Ceratocarpus	arenarius	rbcL.txt	13
Ceratonia	siliqua	matK.txt	7
Ceratophyllum	demersum	matK.txt	40
Ceratophyllum	demersum	rbcL.txt	32
Ceratophyllum	demersum	rpl16.txt	8
Ceratophyllum	demersum	rps16.txt	10
Ceratophyllum	muricatum	matK.txt	7
Ceratophyllum	submersum	matK.txt	8
Chaenorhinum	minus	matK.txt	6
Chaenorhinum	minus	rbcL.txt	8
Chaerophyllum	temulum	rbcL.txt	5
Chamaedaphne	calyculata	matK.txt	9
Chamaedaphne	calyculata	rbcL.txt	11
Chamaedaphne	calyculata	trnL-trnF.txt	4
Chamaemelum	nobile	rbcL.txt	4
Chamaenerion	angustifolium	matK.txt	28
Chamaenerion	angustifolium	rbcL.txt	33
Chamaenerion	latifolium	matK.txt	11
Chamaenerion	latifolium	rbcL.txt	16
Chamaerops	humilis	matK.txt	8
Chamaerops	humilis	rbcL.txt	7
Chamaerops	humilis	trnK.txt	4
Chelidonium	majus	matK.txt	17
Chelidonium	majus	rbcL.txt	13
Chelidonium	majus	trnL-trnF.txt	22
Chenopodiastrum	hybridum	atpB-rbcL.txt	4
Chenopodiastrum	hybridum	matK.txt	6
Chenopodiastrum	hybridum	rbcL.txt	10
Chenopodiastrum	murale	matK.txt	16
Chenopodiastrum	murale	rbcL.txt	19
Chenopodium	acuminatum	trnL-trnF.txt	7
Chenopodium	album	18SrRNA.txt	8
Chenopodium	album	26SrRNA.txt	8
Chenopodium	album	5.8SrRNA.txt	8
Chenopodium	album	ITS.txt	8
Chenopodium	album	ITS1.txt	8
Chenopodium	album	ITS2.txt	8
Chenopodium	album	matK.txt	42
Chenopodium	album	psbA-trnH.txt	17
Chenopodium	album	rbcL.txt	50
Chenopodium	ficifolium	matK.txt	8
Chenopodium	ficifolium	rbcL.txt	6
Chenopodium	opulifolium	rbcL.txt	6
Cherleria	arctica	matK.txt	5
Cherleria	arctica	rbcL.txt	6
Cherleria	arctica	rpl16.txt	6
Cherleria	arctica	trnL-trnF.txt	5
Cherleria	biflora	matK.txt	8
Cherleria	biflora	rbcL.txt	11
Cherleria	biflora	rps16.txt	7
Cherleria	biflora	trnS-trnG.txt	4
Cherleria	laricifolia	rps16.txt	7
Cherleria	sedoides	matK.txt	6
Cherleria	sedoides	rbcL.txt	4
Cherleria	sedoides	rps16.txt	23
Cherleria	sedoides	trnK.txt	4
Chimaphila	umbellata	matK.txt	5
Chimaphila	umbellata	rbcL.txt	4
Chimaphila	umbellata	trnL-trnF.txt	6
Chimaphila	umbellata	trnS-trnG.txt	5
Chorispora	sibirica	rbcL.txt	4
Chorispora	tenella	matK.txt	9
Chorispora	tenella	rbcL.txt	10
Chorispora	tenella	trnL-trnF.txt	4
Christella	dentata	psbA-trnH.txt	3
Christella	dentata	rbcL.txt	18
Chrozophora	tinctoria	matK.txt	4
Chrozophora	tinctoria	rbcL.txt	4
Chrysosplenium	alternifolium	matK.txt	4
Chrysosplenium	alternifolium	rbcL.txt	4
Chrysosplenium	tetrandrum	matK.txt	4
Chrysosplenium	tetrandrum	rbcL.txt	7
Cicerbita	alpina	matK.txt	5
Cicerbita	alpina	rbcL.txt	5
Cicerbita	muralis	5.8SrRNA.txt	4
Cicerbita	muralis	ITS.txt	4
Cicerbita	muralis	ITS1.txt	4
Cicerbita	muralis	ITS2.txt	4
Cicerbita	muralis	matK.txt	12
Cicerbita	muralis	rbcL.txt	12
Cichorium	intybus	5.8SrRNA.txt	17
Cichorium	intybus	ITS.txt	17
Cichorium	intybus	ITS1.txt	17
Cichorium	intybus	ITS2.txt	17
Cichorium	intybus	WGS.txt	198
Cichorium	intybus	matK.txt	20
Cichorium	intybus	psbA-trnH.txt	4
Cichorium	intybus	rbcL.txt	19
Cichorium	spinosum	5.8SrRNA.txt	4
Cichorium	spinosum	ITS.txt	4
Cichorium	spinosum	ITS1.txt	4
Cichorium	spinosum	ITS2.txt	4
Cicuta	maculata	rbcL.txt	7
Cinna	latifolia	matK.txt	13
Cinna	latifolia	rbcL.txt	14
Circaea	alpina	matK.txt	7
Circaea	alpina	rbcL.txt	16
Circaea	canadensis	rbcL.txt	9
Circaea	lutetiana	matK.txt	5
Circaea	lutetiana	rbcL.txt	13
Cirsium	arvense	matK.txt	43
Cirsium	arvense	psbA-trnH.txt	4
Cirsium	arvense	rbcL.txt	26
Cirsium	arvense	trnL-trnF.txt	4
Cirsium	heterophyllum	rbcL.txt	5
Cirsium	oleraceum	matK.txt	6
Cirsium	palustre	matK.txt	5
Cirsium	palustre	rbcL.txt	7
Cirsium	vulgare	matK.txt	25
Cirsium	vulgare	psbA-trnH.txt	6
Cirsium	vulgare	rbcL.txt	20
Cistus	albidus	matK.txt	7
Cistus	albidus	trnK.txt	6
Cistus	albidus	trnL-trnF.txt	33
Cistus	albidus	trnS-trnG.txt	7
Cistus	creticus	matK.txt	14
Cistus	creticus	trnK.txt	12
Cistus	creticus	trnL-trnF.txt	146
Cistus	creticus	trnS-trnG.txt	13
Cistus	ladanifer	matK.txt	50
Cistus	ladanifer	rbcL.txt	5
Cistus	ladanifer	trnK.txt	45
Cistus	ladanifer	trnL-trnF.txt	6
Cistus	ladanifer	trnS-trnG.txt	46
Cistus	laurifolius	trnK.txt	30
Cistus	laurifolius	trnS-trnG.txt	32
Cistus	monspeliensis	trnL-trnF.txt	7
Cistus	monspeliensis	trnS-trnG.txt	155
Cistus	salviifolius	trnK.txt	53
Cistus	salviifolius	trnL-trnF.txt	16
Cistus	salviifolius	trnS-trnG.txt	55
Citrullus	colocynthis	matK.txt	5
Citrullus	colocynthis	ndhF.txt	22
Citrullus	colocynthis	rbcL.txt	8
Cladium	mariscus	matK.txt	9
Cladium	mariscus	psbA-trnH.txt	4
Cladium	mariscus	rbcL.txt	9
Clausia	aprica	5.8SrRNA.txt	9
Clausia	aprica	ITS.txt	9
Clausia	aprica	ITS1.txt	9
Clausia	aprica	ITS2.txt	9
Clausia	aprica	trnL-trnF.txt	9
Cleistogenes	squarrosa	matK.txt	5
Cleistogenes	squarrosa	rps16.txt	5
Clematis	orientalis	rbcL.txt	4
Clematis	vitalba	matK.txt	4
Clematis	vitalba	rbcL.txt	8
Climacoptera	lanata	rps16.txt	4
Clinopodium	vulgare	matK.txt	14
Clinopodium	vulgare	rbcL.txt	14
Cochlearia	anglica	rbcL.txt	4
Cochlearia	danica	rbcL.txt	4
Cochlearia	groenlandica	matK.txt	6
Cochlearia	groenlandica	rbcL.txt	16
Cochlearia	micacea	rbcL.txt	5
Cochlearia	officinalis	matK.txt	4
Cochlearia	officinalis	rbcL.txt	6
Coincya	monensis	COI.txt	5
Coincya	richeri	COI.txt	16
Coincya	richeri	matK.txt	4
Coincya	richeri	psbA-trnH.txt	4
Coincya	richeri	rbcL.txt	4
Coincya	wrightii	COI.txt	5
Colchicum	autumnale	matK.txt	5
Colchicum	autumnale	rbcL.txt	4
Colchicum	balansae	trnL-trnF.txt	5
Colchicum	bivonae	matK.txt	9
Colchicum	bivonae	rbcL.txt	9
Colchicum	bivonae	trnL-trnF.txt	9
Colchicum	bulbocodium	ITS.txt	19
Colchicum	bulbocodium	ITS1.txt	19
Colchicum	bulbocodium	ITS2.txt	9
Colchicum	bulbocodium	rbcL.txt	4
Colchicum	bulbocodium	rps16.txt	26
Colchicum	burttii	matK.txt	4
Colchicum	burttii	rbcL.txt	4
Colchicum	burttii	trnL-trnF.txt	4
Colchicum	chalcedonicum	matK.txt	4
Colchicum	chalcedonicum	rbcL.txt	4
Colchicum	chalcedonicum	trnL-trnF.txt	4
Colchicum	macrophyllum	rbcL.txt	5
Colchicum	macrophyllum	trnL-trnF.txt	6
Colchicum	szovitsii	ITS.txt	76
Colchicum	szovitsii	matK.txt	15
Colchicum	szovitsii	rbcL.txt	15
Colchicum	szovitsii	trnL-trnF.txt	16
Colchicum	variegatum	matK.txt	8
Colchicum	variegatum	rbcL.txt	8
Colchicum	variegatum	trnL-trnF.txt	9
Colutea	arborescens	rbcL.txt	6
Comandra	umbellata	matK.txt	9
Comandra	umbellata	rbcL.txt	10
Comarum	palustre	matK.txt	15
Comarum	palustre	psbA-trnH.txt	4
Comarum	palustre	rbcL.txt	17
Comastoma	tenellum	rbcL.txt	4
Commelina	communis	matK.txt	12
Commelina	communis	rbcL.txt	13
Conium	maculatum	matK.txt	10
Conium	maculatum	rbcL.txt	11
Conopodium	majus	matK.txt	4
Conopodium	majus	rbcL.txt	7
Consolida	ajacis	rbcL.txt	4
Convallaria	majalis	matK.txt	7
Convallaria	majalis	rbcL.txt	7
Convolvulus	althaeoides	rbcL.txt	4
Convolvulus	arvensis	matK.txt	27
Convolvulus	arvensis	rbcL.txt	28
Coptidium	pallasii	rbcL.txt	5
Corispermum	pallasii	rbcL.txt	4
Cormus	domestica	matK.txt	4
Cormus	domestica	rbcL.txt	6
Cornus	sanguinea	matK.txt	7
Cornus	sanguinea	psbA-trnH.txt	4
Cornus	sanguinea	rbcL.txt	8
Corrigiola	litoralis	rbcL.txt	8
Corrigiola	telephiifolia	psbA-trnH.txt	4
Corrigiola	telephiifolia	rpoC1.txt	4
Corylus	avellana	matK.txt	10
Corylus	avellana	rbcL.txt	23
Corynephorus	canescens	matK.txt	4
Cotinus	coggygria	matK.txt	4
Crataegus	azarolus	rbcL.txt	5
Crataegus	laevigata	matK.txt	6
Crataegus	laevigata	rbcL.txt	6
Crataegus	monogyna	matK.txt	19
Crataegus	monogyna	psbA-trnH.txt	4
Crataegus	monogyna	rbcL.txt	38
Crataegus	nigra	rbcL.txt	4
Crepis	capillaris	ITS.txt	5
Crepis	capillaris	ITS2.txt	5
Crepis	capillaris	matK.txt	10
Crepis	capillaris	rbcL.txt	8
Crepis	mollis	matK.txt	5
Crepis	mollis	rbcL.txt	4
Crepis	sancta	matK.txt	5
Crepis	sancta	rbcL.txt	5
Crepis	setosa	matK.txt	5
Crepis	tectorum	rbcL.txt	6
Crepis	vesicaria	rbcL.txt	4
Cressa	cretica	rbcL.txt	9
Crocus	cambessedesii	5.8SrRNA.txt	8
Crocus	cambessedesii	ITS.txt	8
Crocus	cambessedesii	ITS1.txt	8
Crocus	cambessedesii	ITS2.txt	8
Crocus	carpetanus	5.8SrRNA.txt	8
Crocus	carpetanus	ITS.txt	8
Crocus	carpetanus	ITS1.txt	8
Crocus	carpetanus	ITS2.txt	8
Crocus	cartwrightianus	5.8SrRNA.txt	7
Crocus	cartwrightianus	ETS.txt	6
Crocus	cartwrightianus	ITS.txt	7
Crocus	cartwrightianus	ITS1.txt	7
Crocus	cartwrightianus	ITS2.txt	7
Crocus	cartwrightianus	matK.txt	6
Crocus	cartwrightianus	trnK.txt	6
Crocus	cartwrightianus	trnL-trnF.txt	6
Crocus	corsicus	5.8SrRNA.txt	7
Crocus	corsicus	ITS.txt	7
Crocus	corsicus	ITS1.txt	7
Crocus	corsicus	ITS2.txt	7
Crocus	etruscus	trnL-trnF.txt	5
Crocus	hadriaticus	5.8SrRNA.txt	7
Crocus	hadriaticus	ETS.txt	6
Crocus	hadriaticus	ITS.txt	7
Crocus	hadriaticus	ITS1.txt	7
Crocus	hadriaticus	ITS2.txt	7
Crocus	hadriaticus	matK.txt	6
Crocus	hadriaticus	trnK.txt	6
Crocus	hadriaticus	trnL-trnF.txt	6
Crocus	ilvensis	trnL-trnF.txt	4
Crocus	longiflorus	trnL-trnF.txt	4
Crocus	neglectus	trnL-trnF.txt	11
Crocus	niveus	5.8SrRNA.txt	7
Crocus	niveus	ITS.txt	7
Crocus	niveus	ITS1.txt	7
Crocus	niveus	ITS2.txt	7
Crocus	oreocreticus	5.8SrRNA.txt	4
Crocus	oreocreticus	ITS.txt	4
Crocus	oreocreticus	ITS1.txt	4
Crocus	oreocreticus	ITS2.txt	4
Crocus	pallasii	5.8SrRNA.txt	16
Crocus	pallasii	ETS.txt	13
Crocus	pallasii	ITS.txt	16
Crocus	pallasii	ITS1.txt	16
Crocus	pallasii	ITS2.txt	16
Crocus	pallasii	matK.txt	15
Crocus	pallasii	trnK.txt	13
Crocus	pallasii	trnL-trnF.txt	13
Crocus	reticulatus	5.8SrRNA.txt	6
Crocus	reticulatus	ETS.txt	7
Crocus	reticulatus	ITS.txt	6
Crocus	reticulatus	ITS1.txt	6
Crocus	reticulatus	ITS2.txt	6
Crocus	reticulatus	rps16.txt	13
Crocus	reticulatus	trnL-trnF.txt	13
Crocus	sativus	5.8SrRNA.txt	4
Crocus	sativus	ITS.txt	7
Crocus	sativus	ITS1.txt	4
Crocus	sativus	ITS2.txt	4
Crocus	sativus	matK.txt	10
Crocus	sativus	psbA-trnH.txt	9
Crocus	sativus	rbcL.txt	10
Crocus	speciosus	5.8SrRNA.txt	5
Crocus	speciosus	ITS.txt	5
Crocus	speciosus	ITS1.txt	5
Crocus	speciosus	ITS2.txt	5
Crocus	thomasii	5.8SrRNA.txt	6
Crocus	thomasii	ETS.txt	5
Crocus	thomasii	ITS.txt	6
Crocus	thomasii	ITS1.txt	6
Crocus	thomasii	ITS2.txt	6
Crocus	thomasii	matK.txt	5
Crocus	thomasii	trnK.txt	5
Crocus	thomasii	trnL-trnF.txt	5
Crocus	variegatus	ETS.txt	6
Crocus	variegatus	rps16.txt	12
Crocus	variegatus	trnL-trnF.txt	12
Cruciata	laevipes	rbcL.txt	5
Cryptogramma	stelleri	rbcL.txt	7
Cupressus	sempervirens	WGS.txt	10
Cupressus	sempervirens	psbA-trnH.txt	7
Cupressus	sempervirens	rbcL.txt	7
Cuscuta	approximata	ITS.txt	4
Cuscuta	australis	WGS.txt	162
Cuscuta	australis	rbcL.txt	4
Cuscuta	epithymum	rbcL.txt	8
Cuscuta	europaea	rbcL.txt	6
Cuscuta	planiflora	ITS.txt	4
Cutandia	memphitica	rbcL.txt	4
Cyclamen	repandum	5.8SrRNA.txt	4
Cyclamen	repandum	ITS.txt	4
Cyclamen	repandum	ITS1.txt	4
Cyclamen	repandum	ITS2.txt	4
Cyclamen	repandum	rps16.txt	4
Cydonia	oblonga	matK.txt	5
Cynanchum	acutum	rbcL.txt	6
Cynara	cardunculus	18SrRNA.txt	28
Cynara	cardunculus	28SrRNA.txt	5
Cynara	cardunculus	5.8SrRNA.txt	24
Cynara	cardunculus	Adh.txt	14
Cynara	cardunculus	ETS.txt	10
Cynara	cardunculus	ITS.txt	24
Cynara	cardunculus	ITS1.txt	24
Cynara	cardunculus	ITS2.txt	24
Cynara	cardunculus	WGS.txt	31529
Cynara	humilis	18SrRNA.txt	4
Cynodon	dactylon	matK.txt	29
Cynodon	dactylon	psbA-trnH.txt	5
Cynodon	dactylon	rbcL.txt	33
Cynodon	dactylon	rps16.txt	4
Cynoglossum	officinale	matK.txt	6
Cynoglossum	officinale	rbcL.txt	8
Cynomorium	coccineum	rpl14.txt	6
Cynomorium	coccineum	rpl16.txt	4
Cynosurus	cristatus	matK.txt	11
Cynosurus	cristatus	rbcL.txt	14
Cynosurus	echinatus	matK.txt	6
Cynosurus	echinatus	rbcL.txt	8
Cyperus	difformis	rbcL.txt	11
Cyperus	esculentus	rbcL.txt	19
Cyperus	fuscus	rbcL.txt	7
Cyperus	longus	matK.txt	4
Cyperus	longus	rbcL.txt	4
Cyperus	rotundus	matK.txt	6
Cyperus	rotundus	rbcL.txt	16
Cystopteris	fragilis	matK.txt	85
Cystopteris	fragilis	psbA-trnH.txt	6
Cystopteris	fragilis	rbcL.txt	22
Cystopteris	montana	matK.txt	5
Cystopteris	montana	rbcL.txt	5
Cytinus	hypocistis	Adh.txt	13
Cytinus	ruber	Adh.txt	6
Cytisus	scoparius	matK.txt	10
Cytisus	scoparius	psbB.txt	267
Cytisus	scoparius	psbC.txt	7
Cytisus	scoparius	rbcL.txt	16
Cytisus	scoparius	rps4.txt	267
Dactylorhiza	maculata	matK.txt	5
Dactylorhiza	maculata	rbcL.txt	6
Dactylorhiza	majalis	rbcL.txt	6
Dactylorhiza	viridis	matK.txt	4
Dactylorhiza	viridis	rbcL.txt	4
Dactylorhiza	viridis	rpl16.txt	4
Danthonia	decumbens	matK.txt	7
Danthonia	decumbens	rbcL.txt	9
Daphne	cneorum	ndhF.txt	20
Daphne	gnidium	rps16.txt	51
Daphne	laureola	rbcL.txt	5
Daphne	mezereum	rbcL.txt	5
Daphne	mezereum	rps16.txt	5
Daphne	oleoides	rps16.txt	5
Dasiphora	fruticosa	Adh.txt	10
Dasiphora	fruticosa	matK.txt	56
Dasiphora	fruticosa	psbA-trnH.txt	5
Dasiphora	fruticosa	rbcL.txt	14
Daucus	broteri	rps16.txt	4
Daucus	carota	Adh.txt	77
Daucus	carota	WGS.txt	9504
Daucus	carota	cob.txt	8
Daucus	carota	cox1.txt	8
Daucus	carota	cox2.txt	8
Daucus	carota	matK.txt	18
Daucus	carota	nad1.txt	8
Daucus	carota	nad2.txt	8
Daucus	carota	nad4.txt	16
Daucus	carota	nad5.txt	8
Daucus	carota	rbcL.txt	31
Daucus	carota	rpoC1.txt	5
Daucus	carota	rps16.txt	15
Daucus	carota	rps4.txt	8
Daucus	crinitus	Adh.txt	18
Daucus	crinitus	nad4.txt	4
Daucus	guttatus	Adh.txt	36
Daucus	guttatus	cob.txt	4
Daucus	guttatus	cox1.txt	4
Daucus	guttatus	cox2.txt	4
Daucus	guttatus	nad1.txt	4
Daucus	guttatus	nad2.txt	4
Daucus	guttatus	nad4.txt	8
Daucus	guttatus	nad5.txt	4
Daucus	guttatus	rps4.txt	4
Daucus	involucratus	Adh.txt	18
Daucus	involucratus	nad4.txt	4
Daucus	muricatus	Adh.txt	18
Daucus	muricatus	nad4.txt	4
Daucus	muricatus	rps16.txt	5
Daucus	pumilus	Adh.txt	9
Daucus	rouyi	Adh.txt	9
Daucus	setulosus	Adh.txt	18
Daucus	setulosus	nad4.txt	4
Delphinium	bolosii	psbA-trnH.txt	6
Delphinium	bolosii	trnS-trnG.txt	6
Delphinium	fissum	psbA-trnH.txt	8
Delphinium	fissum	trnS-trnG.txt	8
Deschampsia	cespitosa	5.8SrRNA.txt	5
Deschampsia	cespitosa	Adh.txt	4
Deschampsia	cespitosa	ITS.txt	5
Deschampsia	cespitosa	ITS1.txt	5
Deschampsia	cespitosa	ITS2.txt	5
Deschampsia	cespitosa	atpF-atpH.txt	5
Deschampsia	cespitosa	matK.txt	42
Deschampsia	cespitosa	rbcL.txt	49
Deschampsia	cespitosa	trnL-trnF.txt	4
Descurainia	sophia	matK.txt	29
Descurainia	sophia	psbA-trnH.txt	6
Descurainia	sophia	rbcL.txt	32
Dianthus	armeria	matK.txt	9
Dianthus	armeria	rbcL.txt	11
Dianthus	barbatus	rbcL.txt	4
Dianthus	caryophyllus	WGS.txt	15
Dianthus	caryophyllus	matK.txt	9
Dianthus	caryophyllus	rbcL.txt	11
Dianthus	chinensis	matK.txt	9
Dianthus	chinensis	psbA-trnH.txt	6
Dianthus	chinensis	rbcL.txt	10
Dianthus	deltoides	matK.txt	5
Dianthus	deltoides	rbcL.txt	9
Dianthus	giganteus	trnK.txt	5
Dianthus	gratianopolitanus	matK.txt	4
Dianthus	gratianopolitanus	rbcL.txt	4
Dianthus	juniperinus	matK.txt	5
Dianthus	juniperinus	rps16.txt	6
Dianthus	juniperinus	trnK.txt	8
Dianthus	membranaceus	trnK.txt	4
Dianthus	repens	rbcL.txt	5
Dianthus	rupicola	trnK.txt	6
Dianthus	stenopetalus	trnK.txt	4
Dianthus	sylvestris	psbA-trnH.txt	4
Diapensia	lapponica	matK.txt	10
Diapensia	lapponica	rbcL.txt	17
Diapensia	lapponica	rpl16.txt	27
Digitalis	purpurea	matK.txt	15
Digitalis	purpurea	rbcL.txt	16
Digitaria	ischaemum	rbcL.txt	14
Digitaria	sanguinalis	matK.txt	11
Digitaria	sanguinalis	rbcL.txt	20
Dioscorea	communis	matK.txt	6
Dioscorea	communis	rbcL.txt	8
Dioscorea	communis	rpoC1.txt	7
Diplotaxis	erucoides	COI.txt	14
Diplotaxis	harra	rbcL.txt	4
Dipsacus	fullonum	matK.txt	7
Dipsacus	fullonum	rbcL.txt	14
Dodartia	orientalis	matK.txt	5
Dodartia	orientalis	rbcL.txt	4
Doronicum	austriacum	CHS.txt	4
Doronicum	austriacum	ITS.txt	4
Doronicum	carpaticum	CHS.txt	4
Doronicum	carpetanum	ITS.txt	12
Doronicum	carpetanum	ITS1.txt	6
Doronicum	carpetanum	ITS2.txt	6
Doronicum	carpetanum	trnL-trnF.txt	12
Doronicum	clusii	CHS.txt	24
Doronicum	clusii	ndhF.txt	15
Doronicum	clusii	rps16.txt	15
Doronicum	clusii	trnK.txt	15
Doronicum	glaciale	CHS.txt	64
Doronicum	glaciale	ndhF.txt	24
Doronicum	glaciale	rps16.txt	24
Doronicum	glaciale	trnK.txt	24
Doronicum	grandiflorum	CHS.txt	8
Doronicum	grandiflorum	ITS.txt	8
Doronicum	grandiflorum	ITS1.txt	4
Doronicum	grandiflorum	ITS2.txt	4
Doronicum	grandiflorum	ndhF.txt	7
Doronicum	grandiflorum	rps16.txt	7
Doronicum	grandiflorum	trnK.txt	7
Doronicum	pardalianches	ITS.txt	4
Doronicum	plantagineum	ITS.txt	10
Doronicum	plantagineum	ITS1.txt	5
Doronicum	plantagineum	ITS2.txt	5
Draba	aizoides	trnL-trnF.txt	8
Draba	alpina	matK.txt	9
Draba	alpina	rbcL.txt	15
Draba	arctica	rbcL.txt	5
Draba	cinerea	matK.txt	17
Draba	cinerea	rbcL.txt	17
Draba	corymbosa	matK.txt	25
Draba	corymbosa	rbcL.txt	27
Draba	crassifolia	Adh.txt	4
Draba	crassifolia	ndhF.txt	4
Draba	fladnizensis	rbcL.txt	7
Draba	lactea	matK.txt	7
Draba	lactea	rbcL.txt	11
Draba	nemorosa	matK.txt	15
Draba	nemorosa	rbcL.txt	18
Draba	nivalis	matK.txt	8
Draba	nivalis	rbcL.txt	12
Draba	nivalis	trnL-trnF.txt	4
Draba	norvegica	matK.txt	4
Draba	norvegica	rbcL.txt	6
Draba	norvegica	trnL-trnF.txt	4
Draba	ochroleuca	trnL-trnF.txt	4
Draba	pacheri	trnL-trnF.txt	5
Draba	subcapitata	matK.txt	6
Draba	subcapitata	rbcL.txt	9
Draba	verna	matK.txt	15
Draba	verna	rbcL.txt	16
Dracocephalum	austriacum	ycf1.txt	6
Dracocephalum	nutans	trnL-trnF.txt	5
Dracocephalum	nutans	ycf1.txt	9
Dracocephalum	officinale	rbcL.txt	4
Dracocephalum	ruyschiana	ycf1.txt	6
Dracocephalum	thymiflorum	ycf1.txt	4
Drosera	rotundifolia	rbcL.txt	8
Drosophyllum	lusitanicum	rps16.txt	70
Drosophyllum	lusitanicum	trnS-trnG.txt	70
Dryas	octopetala	LEAFY.txt	38
Dryas	octopetala	atpB-rbcL.txt	6
Dryas	octopetala	matK.txt	5
Dryas	octopetala	rbcL.txt	12
Dryopteris	carthusiana	matK.txt	4
Dryopteris	carthusiana	rbcL.txt	17
Dryopteris	carthusiana	trnL-trnF.txt	4
Dryopteris	cristata	matK.txt	7
Dryopteris	cristata	psbA-trnH.txt	8
Dryopteris	cristata	rbcL.txt	19
Dryopteris	cristata	rps4.txt	5
Dryopteris	cristata	trnL-trnF.txt	7
Dryopteris	dilatata	rbcL.txt	4
Dryopteris	expansa	matK.txt	6
Dryopteris	expansa	psbA-trnH.txt	4
Dryopteris	expansa	rbcL.txt	10
Dryopteris	expansa	trnL-trnF.txt	6
Dryopteris	filix-mas	rbcL.txt	13
Dryopteris	fragrans	rbcL.txt	8
Dupontia	fisheri	matK.txt	17
Dupontia	fisheri	rbcL.txt	15
Dupontia	fisheri	rpoB.txt	4
Dupontia	fisheri	trnL-trnF.txt	4
Dysphania	botrys	matK.txt	5
Dysphania	botrys	rbcL.txt	8
Echinochloa	crus-galli	5.8SrRNA.txt	22
Echinochloa	crus-galli	ITS.txt	26
Echinochloa	crus-galli	ITS1.txt	20
Echinochloa	crus-galli	ITS2.txt	26
Echinochloa	crus-galli	WGS.txt	27
Echinochloa	crus-galli	matK.txt	51
Echinochloa	crus-galli	psbA-trnH.txt	6
Echinochloa	crus-galli	rbcL.txt	44
Echinochloa	crus-galli	trnL-trnF.txt	33
Echinops	sphaerocephalus	matK.txt	4
Echium	plantagineum	WGS.txt	8
Echium	plantagineum	matK.txt	6
Echium	plantagineum	psbA-trnH.txt	199
Echium	plantagineum	rbcL.txt	6
Echium	plantagineum	trnL-trnF.txt	202
Echium	vulgare	matK.txt	5
Echium	vulgare	psbA-trnH.txt	25
Echium	vulgare	trnL-trnF.txt	25
Edraianthus	serbicus	rbcL.txt	4
Edraianthus	serpyllifolius	trnL-trnF.txt	40
Edraianthus	tenuifolius	trnL-trnF.txt	52
